POPULATION;NOIND;transport_personnel;transport_ecole;tv_score;tv_duree;jvideo_score;jvideo_duree;ordi_score;ordi_duree;jeux_pleinair_nbjours;enfant_actif;eps_ouinon;eps_nbjours;eps_duree;club_nbjours;club_nb;activite_musculation_nbjours;activite_moderee_nbjours;activite_intense_nbjours;escalier_score;emploi_4sem;travail_freq_semaine;travail_duree;travail_score;transport_voiture_score;transport_public_score;transport_velo_score;transport_pied_score;transport_score;activite_balayer_score;activite_nettoyer_score;activite_aspirateur_score;activite_repasser_score;activite_vaisselle_score;activite_lessive_score;activite_jardiner_score;activite_tondre_score;activite_arroser_score;activite_becher_score;activite_bricoler_score;activite_marche_score;activite_piscine_score;activite_velo_score;activite_roller_score;activite_danse_salon_score;activite_bowling_score;activite_billard_score;activite_peche_score;activite_chasse_score;activite_loisirs_assis_score;activite_loisirs_debout_score;activite_randonnee_score;activite_jogging_score;activite_natation_score;activite_yoga_score;activite_rameur_score;activite_aerobic_score;activite_danse_moderne_score;activite_cyclisme_score;activite_tennis_score;activite_boxe_score;activite_escrime_score;activite_haltere_score;activite_athletisme_score;activite_ski_score;activite_voile_score;activite_canoe_score;activite_equitation_score;activite_golf_score;activite_tir_score;activite_moto_score;activite_musique_score;activite_ping_pong_score;activite_gym_score;activite_escalade_score;activite_alpinisme_score;activite_foot_score;activite_rugby_score;activite_basket_score;activite_hand_score;activite_volley_score;activite_hockey_score;activite_domloissport_duree;activite_domloissport_score;activite_moderee_score;activite_intense_score;activite_total_duree;activite_total_score;nap;profil_activite;sedentarite;sedentarite_duree
Pop1 Individu;122504901;;;;1;;4;;0;;;;;;;2;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;
Pop1 Individu;122505201;;;;2;;0;;.5;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;
Pop1 Individu;122700301;;1;;2.1428571;;1.3571429;;.28571427;2;1;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;
Pop1 Individu;122701001;;;;0;;1;;1;;;;;;;1;;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;
Pop1 Individu;122701101;;;;3.5;;2;;3;;1;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;
Pop1 Individu;122701801;;1;;.33333334;;1;;.4285714;4;1;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;
Pop1 Individu;122702101;;3;;2.5714288;;.28571427;;.85714281;;;;2;4;;0;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;
Pop1 Individu;122702401;;1;;1.7142856;;0;;0;7;1;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
Pop1 Individu;122702501;;;;1;;1;;0;;1;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;0;
Pop1 Individu;122703101;;3;;2.4285712;;0;;.71428573;5;1;1;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;1;
Pop1 Individu;122703501;;1;;.60714281;;.2142857;;2.9285712;;;;0;1;;2;;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;1;
Pop1 Individu;122800101;;1;;2.6428571;;0;;.4285714;;;;1;4;;0;0;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;
Pop1 Individu;122800301;;1;;2;;2.4285712;;.2142857;;;;0;1;;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;
Pop1 Individu;122800601;;;;.5;;.75;;0;;1;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;
Pop1 Individu;122800801;;2;;2.8571429;;.71428573;;.25;;;;1;2;;1;7;7;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;1;
Pop1 Individu;122801001;;2;;2.5714288;;1.4285715;;1.1428571;;;;2;2;;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;
Pop1 Individu;122900201;;;;1;;.25;;0;;1;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;
Pop1 Individu;122900301;;3;;.78571427;;.5;;0;2;1;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;0;
Pop1 Individu;122900501;;2;;3.5714288;;0;;1.2142856;;;;1;3;;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;
Pop1 Individu;122900801;;;;3;;1.5;;0;;1;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;
Pop1 Individu;122901001;;2;;.14285713;;0;;1.2142856;;;;1;5;;1;1;7;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;0;
Pop1 Individu;122901201;;1;;.78571427;;0;;0;7;1;1;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;
Pop1 Individu;122901601;;1;;2.4285712;;.64285719;;.64285719;1;1;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;
Pop1 Individu;122901901;;3;;.39285713;;0;;0;3;1;1;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;
Pop1 Individu;122902301;;3;;3;;0;;.64285719;1;1;1;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;
Pop1 Individu;122902801;;1;;1;;0;;0;7;1;1;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;
Pop1 Individu;122903101;;1;;.71428573;;0;;0;6;1;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;
Pop1 Individu;123000401;;1;;1;;0;;.57142854;;;;1;5;;1;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;0;
Pop1 Individu;123001901;;2;;1;;.85714281;;0;;;;2;2;;1;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;
Pop1 Individu;123100401;;2;;1.1428571;;0;;.96428573;;;;1;3;;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;
Pop1 Individu;123100901;;;;2;;8;;0;;2;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;
Pop1 Individu;123101501;;1;;1.2857144;;.64285719;;.16666667;;;;1;3;;1;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;
Pop1 Individu;123101701;;;;4;;1;;0;;;;;;;2;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;
Pop1 Individu;123102601;;1;;.26190478;;.10714285;;0;;;;5;5;;1;;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;0;
Pop1 Individu;123103001;;1;;1;;0;;0;6;1;3;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;
Pop1 Individu;123103701;;3;;0;;0;;0;4;1;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
Pop1 Individu;123104401;;1;;1.2857144;;0;;.14285713;7;2;1;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;
Pop1 Individu;123200301;;1;;1.2857144;;.71428573;;0;7;1;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;
Pop1 Individu;123200401;;4;;1.4642856;;1.8214285;;.35714287;;;;2;5;;0;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;
Pop1 Individu;123200601;;;;0;;0;;0;;;;;;;2;;7;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;0;
Pop1 Individu;123200801;;2;;2.2857141;;.4285714;;1.4285715;;;;2;4;;2;;7;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;1;
Pop1 Individu;123300601;;;;5;;0;;.5;;;;;;;1;;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;1;
Pop1 Individu;123301301;;1;;.5;;.14285713;;1.5;;;;1;5;;2;;1;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;0;
Pop1 Individu;123302901;;2;;1.6071429;;0;;1;;;;2;4;;1;;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;
Pop1 Individu;123303001;;;;3;;5;;1.5;;;;;;;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;
Pop1 Individu;123303501;;;;2.5;;0;;.16666667;;;;;;;2;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;
Pop1 Individu;123303701;;;;3.5;;1;;.5;;;;;;;3;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;
Pop1 Individu;123303801;;;;4;;0;;0;;;;;;;2;;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;
Pop1 Individu;123305201;;3;;2;;2.8571429;;0;;;;2;4;;1;1;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;1;
Pop1 Individu;123305601;;;;1;;0;;0;;1;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;0;
Pop1 Individu;123305801;;1;;2;;.85714281;;.17857143;7;1;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;
Pop1 Individu;123400401;;1;;4.4285717;;2.4285712;;0;6;1;1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;
Pop1 Individu;123401301;;;;2;;0;;2;;;;;;;3;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;
Pop1 Individu;123401401;;;;1.5;;0;;.083333336;;;;;;;3;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;
Pop1 Individu;123401501;;1;;1;;.4285714;;0;7;1;1;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;
Pop1 Individu;123500501;;1;;1.2142856;;.10714285;;.10714285;7;1;1;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;
Pop1 Individu;123500701;;1;;1.4285715;;1.4285715;;.35714287;;;;3;5;;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;1;
Pop1 Individu;123500801;;3;;.71428573;;.2142857;;0;5;1;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;0;
Pop1 Individu;123501101;;;;.5;;0;;.5;;1;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;0;
Pop1 Individu;123502001;;3;;1.1428571;;0;;2.5714288;;;;2;5;;1;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;
Pop1 Individu;123502101;;;;3.5;;3.5;;0;;1;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;
Pop1 Individu;123502201;;1;;1.5;;.35714287;;.85714281;;;;2;4;;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;
Pop1 Individu;123502401;;2;;4;;1;;7;;;;0;1;;0;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;
Pop1 Individu;123502601;;;;1;;1;;0;;1;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;
Pop1 Individu;123502801;;3;;1.1071429;;.67857146;;.64285719;;;;4;5;;3;;5;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;0;
Pop1 Individu;123503301;;;;2.5;;0;;.5;;1;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;
Pop1 Individu;123600501;;3;;.78571427;;.60714281;;0;5;1;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;0;
Pop1 Individu;123600801;;;;1.5;;0;;0;;;;;;;0;;7;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;0;
Pop1 Individu;123600901;;;;1;;0;;.5;;1;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;
Pop1 Individu;123602001;;3;;3.5;;0;;0;7;1;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;1;
Pop1 Individu;123602801;;3;;2.4285712;;1.6428571;;.35714287;;;;1;5;;1;;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;
Pop1 Individu;123603501;;;;4;;0;;0;;;;;;;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;
Pop1 Individu;123603801;;3;;2;;.85714281;;.4285714;;;;0;1;;1;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;
Pop1 Individu;123604001;;3;;1;;0;;0;7;1;1;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;0;
Pop1 Individu;123700101;;1;;1.0595238;;.35714287;;0;2;1;1;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;
Pop1 Individu;123700301;;;;2;;0;;3;;;;;;;3;2;6;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;1;
Pop1 Individu;123800301;;3;;.71428573;;0;;.4285714;1;1;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;
Pop1 Individu;123801201;;3;;.64285719;;1.5;;1.6428571;7;1;3;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;1;
Pop1 Individu;123801301;;4;;0;;1.0476191;;.20238096;;;;2;5;;2;;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;
Pop1 Individu;123801501;;3;;1;;.064285718;;0;5;3;2;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;0;
Pop1 Individu;123801801;;;;2.5;;0;;3;;;;;;;3;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;
Pop1 Individu;123801901;;3;;2.3571429;;0;;0;6;1;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;0;
Pop1 Individu;123802101;;3;;1.7857144;;1.8571429;;1.2142856;;;;2;1;;3;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;
Pop1 Individu;123802201;;2;;3.7857141;;2.7857141;;1.3333334;;;;0;1;;3;;7;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;2;
Pop1 Individu;123802601;;3;;.96428573;;.85714281;;.71428573;;;;2;2;;3;;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;
Pop1 Individu;123802701;;3;;1.6428571;;.083333336;;.46428573;6;1;1;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;0;
Pop1 Individu;123802901;;3;;1.2857144;;2.0714285;;1.2857144;;;;2;5;;1;1;7;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;1;
Pop1 Individu;123803201;;1;;.75;;.2142857;;0;7;1;1;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;
Pop1 Individu;123803601;;3;;1.8571429;;0;;0;1;1;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;
Pop1 Individu;123803801;;2;;2.7142859;;.92857146;;.4285714;2;2;3;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;
Pop1 Individu;123804001;;;;.5;;0;;0;;1;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;
Pop1 Individu;123804201;;;;.5;;.16666667;;1;;;;;;;2;;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;
Pop1 Individu;123804501;;;;1;;1;;0;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;
Pop1 Individu;123804901;;1;;1.4285715;;0;;.4285714;6;1;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;
Pop1 Individu;123805301;;;;3;;0;;.5;;;;;;;3;0;7;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;1;
Pop1 Individu;123806001;;;;0;;.25;;.16666667;;1;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;
Pop1 Individu;124200201;;3;;1.7142856;;.4285714;;0;5;1;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;0;
Pop1 Individu;124400701;;2;;0;;0;;1.8571429;;;;0;1;;1;5;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;0;
Pop1 Individu;124401001;;1;;1.1428571;;.2142857;;0;0;1;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;
Pop1 Individu;124401201;;1;;2.5714288;;0;;.71428573;3;1;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;
Pop1 Individu;124401801;;2;;2.1428571;;0;;2.9285712;;;;2;4;;1;1;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;
Pop1 Individu;124402201;;2;;1.4285715;;0;;.25;;;;2;5;;2;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;
Pop1 Individu;124402701;;2;;1.8571429;;0;;.71428573;;;;2;2;;3;7;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;
Pop1 Individu;124403001;;1;;2.1428571;;0;;0;7;1;1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;
Pop1 Individu;124403401;;;;0;;0;;0;;;;;;;1;;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;
Pop1 Individu;124403501;;1;;1.2857144;;.4285714;;.2142857;0;1;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;
Pop1 Individu;124403801;;1;;2.9285712;;0;;1.3571429;7;1;1;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;
Pop1 Individu;124404301;;3;;1;;0;;0;7;1;3;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;0;
Pop1 Individu;124500401;;2;;1.4285715;;2.2857141;;2.2857141;;;;1;3;;1;0;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;
Pop1 Individu;124500501;;;;2;;1;;0;;1;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;
