POPULATION;NOIND;conso_gpe1;conso_gpe2;conso_gpe3;conso_gpe4;conso_gpe5;conso_gpe6;conso_gpe7;conso_gpe8;conso_gpe9;conso_gpe10;conso_gpe11;conso_gpe12;conso_gpe13;conso_gpe14;conso_gpe15;conso_gpe16;conso_gpe17;conso_gpe18;conso_gpe19;conso_gpe20;conso_gpe21;conso_gpe22;conso_gpe23;conso_gpe24;conso_gpe25;conso_gpe26;conso_gpe27;conso_gpe28;conso_gpe29;conso_gpe30;conso_gpe31;conso_gpe32;conso_gpe33;conso_gpe34;conso_gpe35;conso_gpe36;conso_gpe37;conso_gpe38;conso_gpe39;conso_gpe40;conso_gpe41;conso_gpe42;conso_gpe43;conso_gpe44
Pop3;110100101;60.899998;0;6.6666665;161;0;41.333332;83.199997;208.33333;0;0;20.77;3.1133332;7.1333332;0;84.333336;49.728001;0;0;0;0;42.166668;0;71.333336;84.580002;0;0;34.133335;1.6666666;0;544.16669;148.97499;473.46664;0;0;0;53.666668;0;0;52.5;35.333332;88.052261;0;0;0
Pop3;110100701;24;0;0;40;0;49.714291;0;205.35715;7.1428566;76.785713;0;1.7321429;1.4285716;0;0;0;35.357143;0;0;0;234.60001;0;0;279.17712;0;2.8571432;11.428572;24.006596;0;1027.1428;0;0;5.7714291;947.45532;211.61903;0;0;80.000008;0;0;3.8214285;0;0;0
Pop3;110100801;70.349998;0;0;78.571426;0;118.57142;130.74286;0;13.928571;0;0;30.000002;4.5857143;0;33.482143;127.92343;14.285716;0;0;0;63.285717;0;38.214283;374.17142;0;0;0;0;357.14285;535.71429;764.92725;0;0;0;0;0;0;77.428581;89.285713;115.71429;0;0;0;0
Pop3;110101201;9.9000006;0;0;58.714287;0;130.71428;8;0;0;0;4.9657149;1.0285715;23.248573;0;68.571434;0;21.428572;89.285706;0;0;258.71429;0;25;78.428574;0;10.714286;0;16.121429;556.69641;603.57147;0;90.999992;866.71429;453.15479;0;0;0;0;8.5714293;0;15.265716;0;0;0
Pop3;110101401;46.618332;0;28.200001;22.666666;0;64.666664;0;250;4.7999997;0;0;11.048475;8.1999998;0;13.333333;42;0;0;0;0;61.333332;0;0;25.409998;0;5.5999999;0;15.983333;87.5;208.33333;0;69.044441;0;540.55554;0;0;0;0;96.333336;40.666668;27.366667;0;0;0
Pop3;110300301;192.78571;0;0;0;0;100;4.4571433;0;131.42857;0;0;.3142857;8.5714293;0;26.785715;0;47.857143;0;0;0;26.335405;0;187.85715;0;0;0;.49999997;0;0;386.78571;0;0;0;695.2381;663.71423;0;0;0;107.14285;0;24.707144;0;0;0
Pop3;110300501;232.14287;0;0;0;0;0;32.260712;107.14286;140.28572;0;0;0;6.0536861;17.857141;11.428573;20.160004;28.571426;0;0;0;209.4543;0;23.428574;62.087147;0;0;0;7.1785707;0;244.64287;0;0;145.08929;274.28571;331.85712;0;0;0;21.000002;0;27.835714;0;0;0
Pop3;110600101;109.07999;0;0;0;0;0;71.47142;89.285713;13.928571;0;0;3.5714283;6.7142854;46.428574;68.675003;0;17.857141;67.85714;3.5714283;0;102.95715;0;36.607143;213.06215;0;8.9285707;0;4.8928571;0;768.86908;0;0;0;820.59521;0;0;0;0;0;0;82.832138;0;0;0
Pop3;110601301;181.91071;0;0;39.642857;0;107.00001;16.17857;57.142864;81;89.285713;0;7.8571429;9.622858;0;55.55357;0;0;0;0;0;365;0;25;0;57.142864;0;16.42857;12.721428;0;920.00006;43.285709;3.7142856;38.392857;248.69048;0;0;0;0;127.14285;0;.75000006;0;0;0
Pop3;110602001;143.25;0;0;0;0;0;0;0;0;0;0;7.1999173;7.3928571;0;35.517857;0;25.714287;53.571426;19.642857;0;235.18785;0;0;299.2193;0;0;9.2857141;36.742584;548.25891;0;0;50.142853;0;759.5238;101.00001;0;0;18.57143;0;42.095169;24.307142;220.53572;0;0
Pop3;110602701;0;0;57.142853;103.92857;0;64.64286;173.33333;44.642857;13.928571;0;0;0;2.3865356;0;38.653572;80.35714;0;64.285713;0;74.000008;30.571432;0;25;78.428574;0;0;17.857141;6.0000005;0;198.57143;321.42859;0;0;0;0;55.714283;0;0;0;246.78574;.35714284;0;0;0
Pop3;110603001;77.816666;0;0;45.333332;0;0;84.28833;83.333336;39;100;0;2.4671993;2.7890003;39.333332;32.5;0;29.333334;71.300003;0;0;42;0;0;40.040001;0;0;0;0;0;523.33331;0;57.777771;0;542.5;196.38887;66.666664;0;0;33.333332;0;.16666667;0;0;0
Pop3;110603301;262.43719;0;0;107.14285;0;0;203.54286;44.642857;64.071426;0;0;0;43.359997;67.428581;42.857143;0;0;0;0;0;326.17856;0;0;334.17999;0;0;0;3.3299999;1949.1072;0;0;0;0;334.28571;0;0;0;0;0;0;0;0;0;0
Pop3;110605101;31.905893;0;0;66.785713;25.446428;4.0000005;0;125.00001;27.32143;0;0;0;14.543702;0;65.171425;0;24.128572;7.1428566;10.892857;0;230.78447;0;10.714286;200.43929;93.571426;0;17.857141;30.234285;0;1615.0594;0;0;118.92858;1123.5714;0;22.857145;20.000002;0;23.571432;48.57143;8.5809526;0;0;0
Pop3;110606901;11.428573;28.571426;0;0;0;0;59.116669;125.00001;1.4285716;0;0;0;3.9428575;84.285713;87.14286;0;0;80.85714;0;0;86.288818;0;0;463.72858;0;0;.49999997;0;136.84525;0;0;0;0;617.20239;0;0;57.428574;0;0;20.732901;0;0;0;0
Pop3;110607301;37.541428;25.689287;0;85.35714;0;0;0;0;9.2799997;0;0;10.303572;5.274014;0;138.21428;0;3.2142859;0;14.321427;0;147.87428;0;41.42857;96.874283;28.571432;4.2857141;1.8571428;3.3428574;0;1339.0625;97.971428;0;379;524.73218;0;28.571432;9.2857141;0;0;57.214287;14.357143;0;0;0
Pop3;110702001;65.341667;0;0;39.285713;0;0;226.35475;0;71.928574;0;0;.6857143;16.261438;23.857143;61.41785;0;8.5714293;0;0;0;139.05144;0;0;130.45999;0;0;0;22.24906;225.71429;33.482143;0;0;0;522.85718;399.19046;0;0;109.52381;125;0;19.060715;0;0;0
Pop3;110702201;252.366;0;0;48.571426;0;42.071426;58.857136;133.92857;55.909218;32.142857;31.585718;10.236571;7.3743854;0;68.571434;90.714279;0;0;0;0;80.242859;0;68.785713;154.63;0;67.428581;0;32.444542;0;282.44046;75.428581;35.657146;1174.3452;1097.381;0;0;0;217.42859;0;173;18.625;0;0;0
Pop3;111200101;256.16248;0;0;0;0;0;195;0;0;35.714283;0;20.0165;16.492859;35.714283;80.357147;44.999996;26.428572;0;41.649998;0;293.25287;0;0;386.19571;0;0;16.071428;16.285713;1179.4197;0;0;0;325.47858;245.65477;334.38214;0;105.71429;71.428566;0;22.857141;42.545536;0;0;0
Pop3;111200301;429.37677;0;0;96.785706;0;18.714285;315.86667;44.642857;101.68571;49.642857;14.897145;24.983194;21.25;0;146.42857;0;91.190475;51.428574;0;0;248.25;0;109.28572;107.56429;0;3.4285717;25.25;42.411476;0;1763.125;178.0067;0;122.4743;76.071434;435.74286;0;0;0;0;0;19.192858;0;0;0
Pop3;111200601;0;30.5;0;163.57143;39.285713;0;0;0;0;0;0;0;20.9375;32.142857;0;17.5;15.714286;0;0;0;280.53571;0;0;93.541435;35.714283;21.428572;1.4285716;11.410714;42.857136;483.2738;40.000004;29.219048;33.92857;429.16666;0;92.85714;0;9.4285707;85.714294;0;39.771698;73.696426;0;0
Pop3;111200701;167.51073;0;0;45.714291;0;0;0;80.357147;75.857147;0;0;17.073763;15.035715;65;54.700005;0;23.214285;0;0;0;85.285713;0;10.714286;109.62143;35.714283;0;17.142859;6;262.85715;799.99994;0;0;42.857143;856.4469;0;0;0;0;160.71428;103.85715;16.453428;0;0;0
Pop3;111200801;73.889282;19.571428;0;112.5;0;42.857143;316.72498;44.642857;28.92857;0;0;20.159508;5.2515998;0;0;74.071434;51.714283;27.14286;0;0;150.17714;0;0;100.52857;28.571432;0;.40000001;52.093506;0;253.33336;0;0;0;550.71429;0;0;0;0;196.42857;0;86.871429;0;0;0
Pop3;111201301;121.90143;0;0;0;0;77.564285;0;0;78.214287;0;0;0;33.722687;0;21.428572;0;3.5714283;32.857143;0;0;129.32286;43.92857;58.214287;334.52145;0;0;4.0714288;42.270592;0;502.85715;0;84.190475;491.07144;492.85715;0;0;0;0;0;94.464287;9.1714296;0;0;0
Pop3;111202201;189;0;0;25;0;28.271786;73.571426;0;7.1428566;0;0;31.678337;30.295427;38.92857;0;0;16.714287;101.78001;0;0;197.96358;0;3.6000004;1.4285713;0;0;3.571429;41.171211;0;646.07141;0;464.38571;207.5;2243.2144;0;0;0;34.000004;0;132.85713;32.671432;0;0;0
Pop3;111300401;232.41501;0;0;75;0;96.25;0;125;102.5;35;0;40.549999;12.92;0;65;79;0;0;0;0;80;0;82;41.580002;0;50;22.5;35.817757;1371.875;250;0;20.799999;0;728.54163;0;75;0;0;0;225;20.5;0;0;0
Pop3;111300901;0;0;0;52.857147;0;114.10715;0;0;33.57143;0;26.321428;0;0;35.714283;7.1428566;0;14.285713;80.928574;0;0;70.892853;0;25;219.14287;0;28.571428;105.71429;13.142857;0;1050;0;0;111.24999;180;0;0;0;0;0;0;35.107143;0;0;0
Pop3;111301301;185.24313;0;0;57.142853;0;0;0;113.74107;50.142857;53.571426;0;10.291265;2.5571427;0;22.857145;0;109.64285;83.35714;0;0;306.59857;0;43.342854;360.22394;82.499992;0;0;17.755713;0;184.28571;0;41.599998;179.60715;120.53571;127.41786;0;0;0;31.428574;0;20.296429;0;0;0
Pop3;111301501;27.280001;0;0;71.428566;0;0;0;0;13.928571;0;0;0;43.757141;0;31.392857;0;31.428572;0;0;0;76.899422;10.714286;0;165.58429;0;0;0;.41142854;423.66071;0;0;399.9357;0;630.92261;0;0;0;0;10.428573;0;7.8125;0;0;0
Pop3;111303801;207.85715;0;0;39.642857;0;80;250.14285;125.00001;15.714286;0;0;0;11.631335;0;71.892853;21.428572;23.571426;0;3.5714283;0;172.17741;0;0;245.98071;0;0;0;3.3428574;392.1875;22.321428;121.39285;0;0;138.5;0;0;0;0;0;136.28571;33.317856;0;0;0
Pop3;111305101;95.700005;20.348215;0;0;0;66.38929;0;0;57.857143;14.285716;0;8.4967327;12.374286;0;55.714287;0;4.5714288;100;0;0;159.85715;0;23.428574;1.5892855;0;0;7.1428566;13.939765;0;1094.2858;212.85715;0;212.92143;449.88098;0;0;0;21.000002;0;0;3.0428574;0;0;0
Pop3;111305501;129.58334;0;0;88.571426;0;4.2857141;0;0;37.42857;85.714294;0;7.0285716;0;0;143;0;15.214286;0;7.6571441;0;215.21429;0;58.571426;117.21964;0;10.714286;0;0;0;1208.5416;0;0;998.55292;598.86908;264.52377;0;0;0;0;55;45.435715;0;0;0
Pop3;111305801;480.67496;0;0;0;0;135.42857;176.42857;0;138;22.09524;15.792857;11.607142;7.1428566;0;70.457146;107.14285;157.5;91.428581;0;0;0;0;576.68005;59.674999;0;0;0;38.98587;93.75;413.30359;0;0;334.19644;103.15476;0;0;178.57143;0;0;92.85714;1.0714285;0;0;0
Pop3;111400201;110.71429;0;0;130.71428;0;0;58.857147;0;67.5;0;0;2.9642859;16.200001;0;94.64286;121.27357;35.714283;0;0;0;0;0;135;59.682858;0;17.142859;0;16.285713;0;593.03571;0;0;382.5;261.45236;0;0;0;0;164.28571;133.92856;4.7442856;0;0;0
Pop3;111400401;0;0;0;45.714287;0;0;0;0;0;0;0;14.285715;2.5142858;0;0;0;28.57143;11.428572;0;0;37.14286;0;0;0;0;0;0;1.2857144;2000;696.42859;857.14282;0;270.53571;157.85715;0;0;0;0;57.14286;486.69501;.5714286;0;0;0
Pop3;111400601;47.89286;0;0;265.80359;0;56.357143;21.151785;169.07143;0;0;25.842857;0;10.661393;0;44.44286;125.71429;0;0;0;0;100.92857;0;0;0;153.92856;0;2.7857144;17.762686;719.91071;0;270.75894;142.44286;0;195.89285;0;28.571432;24.285713;58.214283;30.571432;43.75;25.851427;0;0;0
Pop3;111400801;8.9285707;11.517857;0;58.571426;0;39;0;0;0;0;0;0;7.9224105;0;0;0;16.071428;0;0;0;105.62053;0;0;0;64.285713;0;0;0;816.51782;0;0;0;0;718.92859;529.04755;0;0;0;178.57143;49.714291;7.1428571;0;0;0
Pop3;111401301;27.64286;82.928574;0;67.85714;0;0;246.09521;133.92857;65.142853;0;0;0;4.128571;0;51.42857;60.714283;46.928574;0;0;0;28.607143;0;38.214283;0;0;0;.49999997;5.6428571;278.57144;171.42857;0;0;0;403.8988;0;0;0;0;38.285717;155.04465;43.171429;0;0;0
Pop3;111401801;272.17502;0;52.857143;131.42857;0;0;0;35.714291;67.071426;69.64286;0;0;17.742857;17.857141;0;27.142855;0;81.071426;10.714286;0;101.171;0;0;50.221424;0;0;0;26.680244;28.571426;686.19049;0;0;0;959.64288;587.48328;0;0;0;0;0;41.685711;0;0;0
Pop3;111401901;14.821429;0;0;151.07143;0;0;0;133.92857;39.642857;0;0;1.8249999;0;71.428566;34.821426;56.42857;32.142857;0;5.7142863;0;114.34754;0;0;113.18214;71.428566;0;0;5.1631393;1319.1964;162.50002;476.40179;234.69643;0;114.28572;0;0;0;0;0;0;1.6428572;0;0;0
Pop3;111402201;14.880952;105.96429;0;0;0;0;169.70476;201.78572;38.857143;0;18.621429;0;3.5714283;0;156.2;0;0;90.714287;0;0;366.80545;0;307.3143;182.18358;0;0;0;0;236.60713;1096.8452;0;161.57143;7.1651788;200.62502;0;0;35.714283;0;39.285713;85.714287;37.161427;0;0;0
Pop3;111402901;56.300999;0;0;81.428574;0;0;66.679764;0;5.7142854;0;0;16.678856;0;0;19.642857;0;21.428572;28.571432;0;0;2.5714288;0;65.014282;81.561569;0;0;0;0;428.57141;1071.4286;0;0;0;476.19049;131.78571;0;0;0;96.785706;0;0;0;0;0
Pop3;111403201;0;76.160713;0;0;0;0;0;0;41.785713;0;0;0;0;0;0;0;0;0;0;0;348.89822;227.14285;0;42.899998;0;11.025001;1.8999999;27.346428;373.57141;0;0;210.59999;0;1501.7856;0;0;0;0;0;0;32.571426;118.45;0;0
Pop3;111404501;173.61964;0;0;157.64285;0;30.571432;365.53571;160.71429;25.714285;0;52.642857;.40000001;14.826419;16.857145;20.000002;53.92857;125.96246;0;0;0;126.00714;0;30;57.985718;0;0;11.785714;8.5714283;0;2302.9465;2.2857144;0;112.58036;153.75;0;0;0;0;37.612457;106.85715;47.089283;0;0;0
Pop3;111404601;340.5;0;0;0;0;12.857143;0;196.42857;31.357143;0;28.714285;37.006691;4.5857143;0;71.428566;56.42857;19.285713;0;0;0;11.428573;42.499996;96.785713;0;0;0;7.4285722;11.571428;0;965.62506;0;0;0;1031.9357;144.28572;0;0;100.00001;60.357143;212.14287;31.942856;0;0;0
Pop3;111406001;49.579288;0;0;123.64286;0;110.71428;0;101.00001;37.85714;0;24.285713;87.942795;10.714286;0;299.28571;0;21.696428;64.285721;0;0;56.57143;67.5;89.285713;42.899998;0;0;25.642857;33.685806;1056.25;107.14285;365.78125;0;86.160713;1065.4226;0;0;0;0;0;342.85715;31.728571;0;0;0
Pop3;111406801;96;0;37.142857;149.16429;0;49.755726;0;314.28571;0;0;0;0;6.3085723;0;12.240001;0;60.714283;59.285709;0;0;80;0;0;232.56572;0;0;11.428571;0;864.95538;0;297.95001;0;0;61.310482;0;0;0;0;0;0;39.285713;0;0;0
Pop3;111406901;206.3;0;0;45.17857;0;144.60236;221.29762;0;0;0;0;114.70644;16.772863;71.428574;55.875;11.638287;61.13583;0;10.714286;0;122.54134;0;17.337145;145.88571;0;12.857143;0;4.2857141;0;1117.8572;0;0;57.99464;555.95239;603.86908;0;24.134413;0;121.07143;23.714287;21.892859;0;0;0
Pop3;111600201;60.39286;0;0;34.057144;0;33.714287;0;0;18.571428;0;0;8.5892859;9.2008038;0;79.196434;27.142855;15.357142;19.714285;0;0;54.316071;0;20.000002;0;0;0;1.2142857;4.2857141;0;154.28572;34.285713;59.42857;0;133.92857;36.07143;0;0;0;34.285713;0;.35714284;0;0;0
Pop3;111600801;150.85713;0;0;40.042862;0;101.41984;0;35.714291;48.285713;0;7.8964286;17.239651;.57142854;7.142858;94.592857;41.250004;0;17.142859;0;0;118.67857;0;25;165.08214;66.000008;0;0;20.460073;994.55359;119.04761;0;268.44998;0;408.45239;589.16663;0;0;8.9285707;0;0;52.601784;0;0;0
Pop3;111601001;190.36429;0;0;99.285713;0;15.714287;0;35.714291;28.119047;0;0;1.1983285;6.5057144;0;39.985714;0;12.5;0;0;0;124.55715;0;0;123.38857;0;0;6.4285712;42.834396;47.142864;853.03571;0;87.657143;73.209526;465.95239;270.53571;0;0;0;0;87.680046;3.5866072;0;0;0
Pop3;111601201;76.499992;0;0;66.071426;0;0;0;135.16965;0;0;0;2.6857145;1.9821428;67.428581;67.14286;0;32.142857;64.285713;0;0;85.020004;0;0;303.5625;85.714294;0;0;20.287857;42.857143;102.44048;0;0;0;492.05356;0;0;21.428572;0;107.14285;0;5.4428577;0;0;0
Pop3;111701201;106.28572;0;0;136.78571;0;28.571426;0;0;0;0;28.714285;1.0841072;0;0;74.125;56.42857;15.714286;0;0;0;226.00002;0;0;40.177143;0;0;0;3.4285717;798.08032;79.017853;0;39.619053;364.87143;26.66667;0;0;0;0;0;60.267853;73.696434;0;0;0
Pop3;112101001;234.07857;0;0;313.57141;0;125.46161;0;0;27.857141;21.428572;0;30.201057;15.717857;0;28.571432;0;16.071428;73.928566;0;0;234.96071;0;58.57143;208.97427;73.190475;0;7.6428566;37.636681;582.14288;460.35715;284.10757;115.14285;36.428574;735.11908;0;35.714283;0;0;0;82.000008;23.031429;0;0;0
Pop3;112101401;143.99998;0;0;65.75;0;0;13.862202;0;47.475353;148.08333;0;8.9285717;4.4607143;35.714283;0;0;31.071426;58.928574;0;37.857143;135.35715;0;0;194.29001;0;0;7.1428566;26.988855;0;1107.3214;0;.9285714;52.500004;461.90479;0;0;0;52.5;29.285713;48.285717;11.455002;0;0;0
Pop3;112101601;131.59215;0;0;110.28571;0;4.9178581;0;166.38214;31.428574;89.285713;0;1.2500001;0;0;105.35714;0;31.413443;0;0;0;29.285717;0;82.857147;387.24283;0;0;14.293569;.83638597;372.32144;0;0;235.57855;244.08334;193.57143;0;0;15.285716;28.571426;90.571442;462.85715;4.2928576;0;0;0
Pop3;112102101;149.3181;0;0;27.14286;0;75.85714;437.75003;156.58572;39;0;0;22.392859;0;0;21.428572;0;0;38.57143;0;0;186.78571;0;0;0;0;0;1.9285715;28.965714;0;592.85712;0;0;80;710.47614;252.5;28.571426;0;100;0;73.571426;23.914822;0;0;0
Pop3;112102201;153.17099;0;0;0;0;25.714287;0;223.21428;45.785713;0;0;2.4464288;1.1999999;0;30;97.885719;0;0;0;0;125.42857;0;64.545715;17.242857;0;0;8.9285707;34.94088;387.1875;0;0;59.428577;105.35715;783.33331;446.08331;17.857141;0;0;0;11.428573;36.189289;0;0;0
Pop3;112200301;314.73596;0;0;136.71429;0;39.285713;0;0;6.2857146;66.071426;0;1.8551785;9.6000004;30.714285;91.589287;0;79.642853;95.023819;0;0;130.10358;10.714286;117.14286;175.78;0;0;.99999994;22.727716;0;488.09525;0;0;1354.269;641.19049;0;0;0;0;0;0;28.92643;0;0;0
Pop3;112202501;83.686928;0;0;17.500002;0;108.06913;0;17.857145;31.42857;57.142857;0;.37763259;3.6816602;0;0;29.285717;47.857143;0;9.8214293;0;132.88557;0;15.285716;118.56429;0;1.7142859;5;64.655136;448.75;123.21429;25.382143;75.276192;99.353577;701.78571;0;221.42857;5.0000005;54.428574;250;1.1428572;7.4321427;0;0;0
Pop3;112400201;168.94499;0;0;0;0;0;0;44.642857;26.785713;80.357147;0;0;13.069312;17.857141;0;0;29.857141;0;0;20.285715;221.38928;0;30.571432;249.07858;0;0;0;0;0;741.66669;0;66.857147;0;176.78572;425.04166;0;0;85.714287;0;0;7.5625;0;0;0
Pop3;112400901;33.149288;0;0;0;0;12.203572;0;0;5.7142859;71.428574;0;0;4;0;83.571426;0;0;28.57143;0;0;32.75;0;50;72;0;0;2.1428571;15.710714;1320;0;23.57143;0;30.714287;387.7381;37.51429;57.428574;0;0;13.714287;25.714287;11.025002;0;0;0
Pop3;112401101;253.69522;9.2857141;28.571426;0;0;28.571428;365.86459;0;5.7142863;0;31.585716;4.9092226;9.4799995;0;35.714283;0;7.7142863;0;0;0;160.35715;0;79;16.210714;32.142857;8.9285707;9.3999996;14.290564;640.20831;0;294.88394;188.28333;676.08929;576.81543;0;0;0;0;93.571419;220.42857;71.36071;0;0;0
Pop3;112401201;69.821426;0;0;88.85714;0;47.75;0;0;12.857142;56.07143;0;4.0374527;3.6374998;0;29.017855;0;47.285717;25.714285;0;0;123.4255;0;38.214283;291.07144;0;0;0;23.535139;325.71429;0;249.28572;80.228569;0;27.14286;0;0;0;0;0;75;39.507145;0;0;0
Pop3;112401501;95.099998;0;55.57143;93.928574;0;184.85715;0;50;20.892857;41.071426;18.664286;10;26.126606;0;65.875;100.95714;27.892859;32.857143;0;0;252.82143;0;45;0;81.785713;25.642857;25.714285;8.1500006;1426.7858;189.28571;144.2;213.25446;0;62.678574;0;0;0;34.000004;0;22.857145;12.175;0;0;0
Pop3;112401601;97.63929;0;7.1428566;91.571434;0;81.914284;0;89.285713;25.321428;0;0;17.660715;4.3981156;35.714283;51.428574;36.42857;9.4285727;0;52.642857;0;101.87128;0;0;82.702858;0;0;30.763159;50.000004;0;623.21429;220.71428;0;497.2424;405.72858;0;0;24.285713;0;0;132.14285;37.671425;0;0;0
Pop3;112500201;216.32401;4.6428571;0;0;0;0;0;199.03572;27.5;0;0;0;8.4285707;0;37.142857;14.285713;24.642857;0;0;0;233.8575;67.5;0;195.10286;0;8.5714283;2.2857144;53.892857;904.04761;0;0;427.60715;486.59525;1094.1964;0;0;0;0;0;75;4.6428571;100;0;0
Pop3;112500701;46.428574;0;0;91.071419;0;220.42642;0;0;13.928571;78.571434;0;0;.65714288;17.857141;0;0;19.642859;77.392853;0;0;37.196426;0;84.571434;395.57214;0;0;1.4285713;72.553566;0;698.125;207.30357;53.857136;0;290.99881;216.42859;0;0;0;0;59.57143;53.371429;0;0;0
Pop3;112501501;68.976189;0;58.809521;86.214294;0;7.1428566;317.58331;80.357147;0;0;0;0;7.0285716;0;0;0;115.07143;0;0;0;0;0;58.571426;120.18001;0;0;9.0714283;39.730007;0;655.17859;46.000004;128.14285;0;395.66904;0;0;0;0;85.714294;101.78571;67.85714;0;0;0
Pop3;112501601;184.16072;0;0;125.35714;0;0;406.87378;0;2.495127;16.25;0;14.285716;5.9617176;0;0;0;95.714287;0;0;0;157.14287;0;71.428581;279.68073;0;0;27.999506;0;1125.4465;0;188.57143;0;204.68452;615.11908;0;190.71428;0;142.85713;107.14285;0;1.8214284;0;0;0
Pop3;112502201;0;171.30893;0;24.285713;0;0;0;250.00002;34.464287;0;0;4.1571431;38.784019;0;0;45.142864;15.714286;0;0;0;177.49036;0;0;456.42056;0;23.214285;0;30.842855;532.14282;178.57143;0;.37142858;0;606.78571;180.35716;0;0;0;0;0;26.885714;0;0;0
Pop3;112503801;286.96429;0;7.1428566;39.642857;0;18.57143;380.10117;0;79.071434;0;0;0;0;0;44.285713;101.0625;0;21.428572;0;0;168.69643;42.499996;65.307137;142.10001;0;0;6.0714288;7.3392849;670.53571;204.46428;0;0;0;655.05951;168.33333;0;0;0;0;0;7.0857139;0;0;0
Pop3;112503901;88.839287;0;35.892857;14.285713;3.7142859;0;26.699999;98.102684;52.42857;17.857141;0;108.57143;9.8428564;0;46.42857;0;0;12.142857;0;0;150.85715;0;0;142.43785;36.721428;10;5.6785712;0;836;0;0;0;51.785709;1202.0833;435.2619;0;0;168.78572;0;3.5714283;10.569049;0;0;0
Pop3;112504401;119.4358;0;12.589286;65.35714;0;31.785713;0;142.06668;87.623497;0;0;27.229692;6.5828571;0;36.42857;0;26.071428;49.428574;0;0;156.10001;0;0;342.67712;0;0;16.071428;95.006927;0;705.9375;0;211.85356;194.98572;718.26917;517.0238;102.85714;0;100;0;75.35714;40.271431;0;0;0
Pop3;112504601;117.08214;0;0;118.35715;0;37.857143;20.535713;303.57144;29.357145;0;12.634288;0;0;0;22.857145;0;178.57143;44.999996;0;0;212.74643;0;0;0;0;0;.49999997;72.29911;150.35716;0;0;181.35715;430.9888;962.5;0;0;0;86.285728;136.78571;164.28572;25.157143;0;0;0
Pop3;112506101;180.42857;0;0;63.571426;0;56.857147;309.00003;233.92857;35.714287;0;15.535713;10.770183;6.0061607;25;35.517857;94.64286;1.7142859;0;0;0;128.15453;0;83.976189;150.96428;0;19.285715;.49999997;20.812067;262.20239;0;0;29.714285;275.95239;426.36905;0;64.285713;0;0;0;7.1428566;29.196428;0;0;0
Pop3;112506301;39.228569;0;7.5;57.142853;0;209;0;89.285713;0;0;0;7.0285716;21.428572;0;0;0;0;0;0;0;322.44928;0;58.571426;95.349281;0;0;.49999997;40.57143;445.71429;0;0;51.999996;194.76192;716.17859;0;0;86.785713;100.00001;0;115.71429;54.142857;0;0;0
Pop3;112506801;44.091068;17.464287;.95238107;28.571426;31.714289;171.17857;0;120.72143;28.040268;0;0;2.1071427;8.0790005;7.142858;8.5714293;42.857143;27.142857;0;0;0;232.76607;0;0;209.5657;0;0;12.142857;9.0747862;1255.3572;0;0;0;0;746.96429;423.23807;0;0;0;26.714287;0;16.6;0;0;0
Pop3;112700401;0;0;0;0;0;68.14286;0;180.35715;11.142858;80.35714;0;8.2857141;1.0514287;42.857147;41.589287;56.42857;16.071428;0;0;0;284.79642;0;0;9.1285715;0;0;1.7857141;15.167857;356.25;784.64288;0;29.40476;138.33333;827.60419;474.94043;0;0;0;0;0;11.896428;0;0;0
Pop3;112700901;217.85713;23.142859;0;66.071426;0;127.75;296.27856;71.428581;1.0714285;61.42857;0;18.691429;0;0;0;41.714291;22.321428;0;0;0;50.714287;0;0;133.08;0;0;0;10.285714;0;664.73218;0;0;222.25447;1032.1428;180.35713;0;74.999992;0;0;25;3.7142856;0;0;0
Pop3;112701001;122.85714;0;0;0;0;77.142853;0;166.07143;55;0;0;.3571429;7.5942864;0;0;53.571426;35.714291;90.85714;7.6571441;0;170.72858;6.4285717;0;248.77071;28.571432;0;0;6.2678571;146.96428;165.71429;0;0;212.98811;747.52979;264.52377;0;0;134.64285;0;0;22.240715;0;0;0
Pop3;112701901;84.321426;0;11.428573;84.285713;0;12.5;248.60954;169.64287;0;0;0;0;6.518858;0;0;66.128578;0;44.642857;0;0;176.59285;0;20.000002;267.36285;0;4.2857141;20.714285;13.625;1978.9286;0;237.14285;233.25714;0;168.25713;0;0;0;0;0;128.71429;53.783337;0;0;0
Pop3;112702001;365.46429;0;0;0;0;0;0;160.71429;12.857142;0;0;8.8458815;0;0;42.48214;191.45416;81.428574;0;0;0;150.54938;0;0;0;0;0;0;4.391026;2899.3303;0;0;0;0;207.02383;0;0;0;0;71.428566;0;20.635715;0;0;0
Pop3;112702101;151.875;0;26.285715;0;0;70.714279;0;89.285713;14.285713;0;22.253571;13.07143;2.742857;0;0;0;3.5714283;0;25.714287;0;238.83299;0;10.714286;376.79715;0;0;36.071426;30.121428;1027.6785;570.17859;84.785713;153.39999;0;240.23808;0;0;0;57.142864;38.214283;116.42857;1.2857143;0;0;0
Pop3;112702801;11.948573;0;0;70.714287;0;67.142853;0;0;24.238375;0;0;1.6071428;11.228571;0;71.428566;0;0;0;0;0;170.14429;0;25;0;0;34.285717;3.5714283;14.571428;1464.2858;0;0;74.285713;0;388.57138;0;52.000004;0;0;0;46.42857;14.846428;0;0;0
