POPULATION;NOIND;conso_gpe1;conso_gpe2;conso_gpe3;conso_gpe4;conso_gpe5;conso_gpe6;conso_gpe7;conso_gpe8;conso_gpe9;conso_gpe10;conso_gpe11;conso_gpe12;conso_gpe13;conso_gpe14;conso_gpe15;conso_gpe16;conso_gpe17;conso_gpe18;conso_gpe19;conso_gpe20;conso_gpe21;conso_gpe22;conso_gpe23;conso_gpe24;conso_gpe25;conso_gpe26;conso_gpe27;conso_gpe28;conso_gpe29;conso_gpe30;conso_gpe31;conso_gpe32;conso_gpe33;conso_gpe34;conso_gpe35;conso_gpe36;conso_gpe37;conso_gpe38;conso_gpe39;conso_gpe40;conso_gpe41;conso_gpe42;conso_gpe43;conso_gpe44
Pop3;226901101;36.107143;0;67.714287;165;0;0;290.60712;303.57144;0;0;0;6.5535717;7.1428566;0;47.857143;50.357143;26.785713;21.428572;0;0;219.94641;0;0;108.76286;25.714287;0;21.474518;0;0;503.57144;55.17857;133.71429;0;0;0;0;0;40.714283;0;114.89286;42.907143;0;0;0
Pop3;226901701;18;0;0;39.285713;0;126.14285;0;115.71429;17.142857;1.7142859;12.060001;0;0;0;0;0;5.0000005;61.428566;0;0;22.714287;0;0;74.742859;28.571432;0;6.142858;10.607142;212.14285;520;0;38.628571;0;0;0;0;0;0;76.571426;31.321432;0;0;0;0
Pop3;226902201;66.299995;0;48.928574;91.071426;39.285713;114.71428;0;356.94049;14.285713;0;0;17.236938;7.7857146;67.428581;0;35.714283;5.3571429;0;0;0;135.01964;0;25;224.18214;25.714287;0;4.7857141;35.245686;0;414.04761;159.40475;0;0;0;0;0;0;0;0;48.285717;8.4324999;0;0;0
Pop3;226902501;36.841667;0;0;31.714289;64.285713;74.857147;320.35712;0;9.1428576;0;0;2.1785712;1.3142858;0;41.071426;44.352005;25.178572;30;0;0;41.285717;0;0;127;64.285713;0;2.1428571;15.605001;485.71429;60.714291;50.499996;0;0;0;222.44048;0;0;0;17.610174;0;3.4785712;0;0;0
Pop3;226902801;0;0;52.57143;33.92857;0;0;283.91669;44.642857;0;35.714291;0;0;1.6428571;0;19.642857;70.428574;0;0;0;0;170.71429;26.785713;0;54.542854;0;0;2;1.7142859;0;375;0;122.57143;0;12.857143;0;0;0;0;30.571432;120.35715;17.728571;0;0;0
Pop3;227000701;172.605;0;7.1428566;35.714287;0;57.428574;0;21.428572;29.449999;0;46.928574;6.451261;8.2399998;35.714283;0;29.14286;0;74.999992;0;0;33.07143;0;125.08572;17.242857;0;50.999996;23.214285;4.1819291;0;168.57143;242.85713;180.51428;0;0;0;0;0;0;0;110;4.4571424;0;0;0
Pop3;227100401;38.692856;0;37.42857;19.428574;0;45.714283;483.73215;0;57.566284;0;46.607136;1.4285716;18.253572;0;42.857143;0;0;51.428574;21.428572;0;42.285717;0;76.428566;0;0;0;.49999997;0;0;422.54465;458.254;0;0;0;0;0;0;195.35713;0;60.357143;10.285714;0;0;0
Pop3;227100601;39.900002;0;0;100.71428;0;126.92857;0;57.142864;0;158.92856;0;.32142857;0;0;0;21.142859;6.6023855;33.214283;0;0;0;0;0;0;0;0;1.4285716;9.5714293;0;758.83923;608.29779;0;0;360.19522;0;16.071428;0;0;0;29.714287;54.57143;0;0;0
Pop3;227100701;127.29821;0;0;24.285713;0;10.714286;0;83.928574;16.428572;0;0;9.3357143;3.0977144;14.914288;40.857143;0;5.4285717;0;0;0;105.35714;0;30.714287;188.21429;0;0;9.2857141;44.358219;0;1421.4286;0;100.28571;0;245.86714;0;0;0;0;82.142853;0;6.0214286;0;0;0
Pop3;227100801;132.75;0;0;65.35714;0;18.232141;0;35.714291;21.785713;0;0;0;3.4714286;17.857141;22.857145;92.85714;0;0;0;0;142.57143;0;0;132.65356;0;0;10.017545;0;0;813.75;0;0;0;0;0;0;0;0;0;124.57143;97.099998;0;0;0
Pop3;227100901;0;0;0;3.5714283;0;12.714286;0;217.85715;0;0;0;0;0;0;5.7142863;0;10.714286;0;0;0;80.214287;0;0;0;64.928574;0;0;0;0;54.285713;0;0;0;0;0;5.3571429;0;0;0;20.714285;0;0;0;516.39996
Pop3;227101201;248.4375;0;0;8.9285707;0;21.428572;0;125.00001;39;0;0;0;30.216255;0;56.07143;29.14286;43.92857;0;0;0;142.68144;0;38.214283;201.94858;0;0;1.8;0;220.00002;620;100.99999;0;0;384.48151;0;0;0;0;189.64287;20.714285;18.635714;0;0;0
Pop3;227300301;0;0;14.285713;170.64287;0;147.78571;0;0;0;0;0;7.1428576;7.0285716;0;114.28573;0;8.5714293;104.57143;0;0;58.214283;0;175.71428;97.574287;0;0;4.6857142;0;52.67857;624.50897;157.5;233.07143;0;0;0;74.285721;0;0;0;290.45258;3.6342859;0;0;0
Pop3;227300701;53.700001;0;57.142857;33.92857;0;101.37618;128.75;44.642857;17.857145;0;22.253571;7.4085717;11.714286;40.714283;72.142853;0;23.571428;0;0;0;58.57143;0;202.21428;229.96715;25.714287;0;5;0;0;833.66077;259.5134;192.02858;0;57.500004;0;0;28.928572;0;0;97.85714;10;0;0;0
Pop3;227400801;6.0000005;0;0;69.285713;0;12.5;0;35.714283;24.285711;76.785713;0;2.2857144;0;0;1.7857141;3.6867857;0;24.000002;0;0;56.357143;0;0;0;17.857141;0;24.821428;7.1428566;0;196.42857;0;0;0;349.25;52.30357;0;0;0;0;44.26556;21.428572;0;0;0
Pop3;227401801;28.57143;0;11.428572;71.428574;0;79.285713;0;89.285713;55.857147;71.428574;0;3.5714288;1.4285715;0;0;140;75.14286;0;0;0;71.428574;0;0;154.49142;0;0;0;11.485715;0;538.57147;0;111.42857;0;77.434288;0;0;0;0;57.14286;22.857143;13.714287;0;0;0
Pop3;227402201;13.142858;0;0;84.285713;0;63.214287;0;0;20;0;85.185715;0;0;0;54.642857;99.428574;0;0;0;0;58.214283;0;43.342854;64.020004;108.21427;0;1.7857141;0;52.67857;189.64285;0;98.614281;0;201.38571;126.25;0;0;0;0;0;48;0;0;0
Pop3;227402501;51.134995;0;28.571426;31.714289;0;89.214279;295.73212;160.71429;0;0;27.964285;5.3571429;2.7187431;0;17.142859;14.000001;14.142858;40.714287;0;0;232.11955;84.999992;0;133.58571;0;1.1428572;12.285715;19.174999;142.85715;412.85715;0;47.542858;2.8571432;0;0;0;0;0;71.428566;0;9.4185724;0;0;0
Pop3;227402601;28.204287;0;25.738096;15.714287;0;71.071434;0;0;0;0;5.7428575;11.072596;2.6977146;21.303574;123.39286;10.857143;26.428572;.36249998;.57428575;0;56.985714;0;10.000001;97.571426;64.285713;0;11.571428;16.441257;152.14285;386.87503;63.520004;32.871429;0;0;0;57.049717;0;24.142859;214.28571;88.285713;9.172287;0;0;0
Pop3;227403101;31.474285;0;13.589286;85;0;104.46428;17.77976;125.00001;34.285713;0;7.8964286;20.98506;0;0;0;56.42857;0;0;0;0;146.44286;0;133.92857;114.45572;0;0;13.571428;36.214466;0;299.7619;0;157.85715;0;261.19049;0;0;0;0;124.14285;182.14287;26.892857;0;0;0
Pop3;227403501;0;0;0;158.57143;0;211.57143;170.85713;89.285713;0;0;0;0;1.6785717;0;11.428573;54.285709;0;0;0;0;23.285715;0;0;77.277138;0;0;5.4000001;0;0;85.714287;0;518.14282;0;0;0;14.285716;0;0;0;31.428574;0;0;0;0
Pop3;227403601;63.271431;0;0;65.35714;0;37.142857;0;125.00001;71.428581;0;0;0;4.7142854;0;0;0;142.85715;0;0;0;46.42857;0;175.17143;32.967854;0;0;22.685717;6;428.57144;327.85715;534.64288;160.14763;0;307.5;0;0;0;0;0;246.14287;9.2857141;0;0;0
Pop3;227404701;22.499998;0;0;0;0;120.54227;0;58.92857;0;17.142859;0;0;6.3485718;0;66.485718;28.571426;0;0;0;0;47.857143;0;13.142858;111.64643;0;0;3.5714283;0;0;360;0;44.571426;0;74.491432;0;28.571426;17.142859;0;63.571426;0;.64285713;0;0;0
Pop3;227405001;49.499996;0;64.285713;39.285713;0;104.92857;493.90952;94.64286;7.1428566;64.0625;0;0;1.3285714;0;61.785709;0;0;84.414291;0;0;14.942395;0;0;134.25;0;0;0;1.7857141;0;240;146.25;89.142853;0;0;0;0;0;0;97.5;416.57144;5.7321429;0;0;0
Pop3;227405801;50.360714;0;0;0;0;105.50714;0;160.71429;0;71.428566;0;2.742857;.17142858;0;81.428566;0;5.5801539;35;0;0;95.214287;0;42.337143;233.18358;0;0;25.555553;6.8571429;100;465.62503;208.07143;0;0;462.85715;0;0;10.714286;0;0;99.10714;12.625;0;0;0
Pop3;227405901;19.912498;0;0;14.642857;0;14;0;80.357147;0;0;0;2.5080402;15.631428;67.428574;0;17.5;0;0;0;0;97.714287;0;0;112.04928;100;0;12.1;4.1085134;0;145.71428;0;148.57143;0;262.92712;158.71428;0;0;0;0;30.000002;15.152381;0;0;0
Pop3;227406001;0;0;54.285713;137.14285;0;25;302.62381;44.642857;4.8571434;11.142857;0;0;0;0;17.142859;0;0;21.428572;0;0;0;0;0;158.97786;0;0;0;0;0;250;228.00002;0;0;145.60002;112.54287;0;0;0;71.428566;23.936012;17.528572;0;0;0
Pop3;227500401;30.285715;0;0;7.142858;7.8857136;145.79285;0;0;0;0;12.857143;.17228574;8.2654285;0;77.14286;107.14286;0;29.525717;6.3028579;0;271.63925;0;14.285716;42.857147;0;0;46.428574;47.695324;804.28571;7.142858;0;0;0;30.285715;0;0;0;11.428573;0;0;5.9314284;0;0;0
Pop3;227500901;11.428573;0;0;151.07144;0;112.02072;0;205.35715;0;0;0;13.842718;0;82.14286;0;0;43.57143;0;0;0;159.48572;0;0;0;0;0;15.714286;29.696428;796.42859;42.857143;0;162.96428;0;433.33334;0;0;0;0;40;0;18.364285;0;0;0
Pop3;227502201;75.790176;0;0;24.285713;0;71.928574;0;44.642857;0;33.92857;5.7428575;9.5686207;0;0;23.214285;49.5;12.714286;0;0;0;49.285713;53.214283;0;69.57518;0;17.142859;11.071428;0;0;357.14288;35.314289;0;0;187.46619;428.04764;0;0;0;13.142858;17.142859;20.816929;0;0;0
Pop3;227503001;146.60713;0;0;85.714279;0;58.92857;0;250.00002;13.928571;0;0;2.3971426;3.6685717;0;0;23.785713;0;0;0;0;59.642857;0;30.571432;0;0;0;1.0714285;0;94.285728;700.98212;70.714287;225.7357;0;0;0;66.285713;0;0;97.499992;120.00001;18.25;0;0;0
Pop3;227503401;214.28571;0;28.571426;0;0;40.188576;852.55231;116.07143;0;0;0;4.7142854;5.9757233;42.857143;52.857143;0;0;0;0;0;0;0;38.214283;24.264284;0;0;0;0;300;0;138.85715;130.74286;0;0;105.80952;0;0;96.785713;82.571434;50;.35714284;0;0;0
Pop3;227504401;12.767857;0;0;39.285713;0;25.5;0;214.28572;22.857143;0;11.485715;6.1940813;2.2321427;0;0;0;25;16.071428;0;0;0;0;0;17.457144;90;0;0;2.3232939;566.07141;0;0;81.714287;0;0;0;0;0;223.57144;62.83482;0;6.0714283;0;20.535713;260.28571
Pop3;227504501;0;0;14.285713;117.14288;0;112.04191;217.90477;0;0;0;0;0;15.3;12.000001;0;0;48.571426;0;0;0;0;0;127.5;0;0;0;11.214287;0;439.0625;0;908.32678;562.06427;0;0;0;0;0;0;0;192.14285;37.07143;0;0;0
Pop3;227504601;181.67072;0;0;69.642853;0;30.928574;0;162.85715;5.7142863;35.714283;0;11.315516;3.7142856;36.42857;30.357141;0;12.857143;0;0;0;124.64286;0;0;63.605713;80.35714;0;0;30.658846;71.428581;532.14282;0;0;0;346.02499;0;0;0;0;0;8.5714293;21.428572;0;0;0
Pop3;227504701;6.9428577;0;80;0;0;64.714287;416;178.57143;0;28.571432;11.964287;8.5999994;0;0;0;72.85714;67.999992;9.7142868;0;0;57.142853;0;93.831429;79;46.285717;0;23.231581;1.2857144;71.428581;1219.6428;0;0;0;0;0;0;0;0;0;59.571434;22.285715;0;0;0
Pop3;227504801;18.75;0;0;108.21429;0;83.978577;0;21.428572;61.142853;0;0;3.2142856;.3142857;8.9285707;0;27.14286;50.571426;155.71428;0;0;46.160713;0;30.571432;40.374287;0;0;0;0;0;450;0;312;0;252.86429;0;0;0;0;192.5;0;3.9285715;0;0;0
Pop3;227505001;13.8;0;28.57143;314.28574;0;54.857147;173.33334;0;41.142857;0;74.927147;0;18.628572;0;22.857143;0;0;0;0;0;122.85715;56.285717;45.714287;40.431431;0;0;2.1428571;17.099445;123.21429;0;511.42859;169.74286;0;0;0;0;0;0;0;133.57143;2.8571429;0;0;0
Pop3;227505301;80.696426;0;27.017857;57.142853;0;119.21428;75.714279;153.13571;24.107141;48.07143;11.485715;6.0769792;.72857141;50;0;36.42857;0;27.142859;0;0;107.64286;0;0;145.33144;32.142857;0;3.4364913;8.0849581;0;696.42859;0;0;0;243.65714;117.23214;0;0;53.571426;28.571432;0;18.514286;0;0;0
Pop3;227505401;78.85714;0;0;253.57143;0;93.659897;0;366.07144;46.785713;64.285713;22.253571;0;0;0;0;35.714283;16.071428;0;0;0;28.571432;0;0;97.26429;0;0;4.2857141;35.619999;392.85715;535.71429;0;0;0;425.51999;0;25.714287;0;0;56.571426;0;42.85714;0;0;0
Pop3;227505601;21.616463;0;0;82.488098;0;69.999992;250.32144;82.5625;3.0357141;0;0;0;1.1614285;0;34.285717;0;0;25.714285;0;0;74.428566;0;109.64286;33.171429;0;1.0714285;.49999997;2.1428571;0;138.83928;35.714283;0;0;222.24998;0;0;0;48.571426;53.571426;66.071426;1.7857141;0;0;0
Pop3;227506501;14.178571;0;28.571426;122.49999;0;70.928574;476.15237;169.64287;7.1428566;0;0;11.942143;0;47.428574;0;87.17144;17.857141;63.107143;0;0;155.21429;0;0;97.197144;128.57143;7.1428566;0;1.7142859;487.3512;108.48214;0;56.457142;0;0;0;0;0;71.785713;116.42857;21.428572;.64285713;0;0;0
Pop3;227507601;18.75;0;0;39.285713;0;37.982143;0;196.42857;6.0714283;0;28.214285;10.714286;9.9714289;4.4642854;0;0;28.749998;107.14286;0;0;129.3;51.428574;0;84.998573;90;0;3.5714283;2.5535712;0;568.57141;0;208;0;215.18857;0;0;0;214.28571;67.785713;0;0;0;0;0
Pop3;227508101;34.35714;0;48.92857;0;0;102.71429;410.15472;0;0;0;0;0;0;35.714283;6.0714283;21.428572;0;28.571426;0;0;32.142857;0;74.10714;43.817142;0;0;7.3571429;0;0;312.14285;0;0;0;0;0;0;0;0;142.85715;10.714286;4.2714286;0;0;0
Pop3;227508301;0;0;0;39.642857;0;74.85714;225.42856;80.357147;26.571428;0;0;0;10.375;0;45.714291;47.57143;7.1428566;47.5;0;0;158.5;0;96.464287;29.699999;64.285713;0;0;0;0;369.64285;315.59375;0;0;0;0;0;32.142857;0;0;0;16.928572;0;0;0
Pop3;227509501;16.875;0;10.714286;148.57143;0;56.42857;55.714283;178.57143;10.000001;0;20.071428;8.867857;6.375;0;49.642857;0;2.1428571;53.571426;21.428572;0;30.357145;0;21.428572;134.91428;57.857143;0;0;2.8839283;517.85718;0;0;0;0;165.98001;0;0;0;160.71428;0;0;2.6428573;0;0;0
Pop3;227509701;84.603569;0;14.285713;0;0;41.428574;38.999996;0;31.142857;125.00001;0;0;29.873211;15.535713;48.92857;15.601146;0;0;0;0;273.14285;0;0;89.174286;93.571426;0;19.678572;0;0;315.71429;0;90.133339;0;232.15521;168.33333;0;10.714286;0;0;34.857143;5.9428568;0;0;0
Pop3;227510001;48.511906;0;20;14.642857;0;41.425892;285.45715;205.35715;0;0;0;0;.4642857;35.714291;23.214285;23.785715;0;0;0;0;136.67715;0;84.928566;157.03143;0;0;10;0;397.14285;0;0;169.37143;0;0;168.33333;0;0;40.714283;66.071426;30.285715;8.7857141;0;0;0
Pop3;227600401;0;0;0;71.357147;0;56.553574;147.92142;0;0;0;15.792857;0;0;0;0;123.71429;21.428572;0;0;57.142864;25.714285;0;0;0;0;0;0;0;292.14288;0;94.285713;0;0;0;168.33333;0;0;0;92.857147;0;28.208572;0;0;0
Pop3;227600801;144.81667;0;0;0;0;39.285713;0;28.571432;8.000001;0;14.357142;0;9.6785707;0;0;0;22.857145;106.85715;0;0;329.75714;0;0;213.39285;0;0;16.959064;6.5210285;133.92857;311.51785;0;297.14285;0;0;0;0;0;0;135;151.78571;0;0;0;0
Pop3;227600901;101.71285;0;0;118.21428;0;26.785713;0;44.642857;17.04748;0;0;17.333334;2.9714289;0;56.07143;0;21.285713;0;0;0;159.64285;0;28.571432;33.357143;0;0;11.464912;6.4285712;0;568.57141;0;0;0;0;0;0;0;0;0;0;6.9000006;0;0;0
Pop3;227601101;15;0;0;0;0;72.85714;0;234.71428;7.1428566;35.714283;42.347992;0;0;0;0;14.850001;15.714286;0;0;0;41.285717;0;0;16.585714;32.142857;0;2.1428571;0;599.46429;0;121.68751;184.04285;0;0;0;0;0;0;67.5;111.46651;2.5;0;0;0
Pop3;227601401;264.77997;0;0;10.000001;0;24.857145;0;0;11.571429;107.14286;0;3.5714283;7.0642858;0;42.751431;0;11.428571;6.642858;0;0;112.57143;0;60;15.800002;22.714287;0;12.142858;0;762.85718;0;219.42857;106.97143;0;0;0;0;0;100;28.571432;5.7142863;16.535715;0;0;0
Pop3;227602401;.91071439;0;15.714285;0;0;86.821426;195.61902;116.07143;0;1.4285716;38.52;13.267636;2.6714284;8.000001;21.428572;66.629715;18.571428;93.571426;0;0;113.21429;0;25;103.16429;0;8.5714293;11.428573;0;630.80353;384.28574;163.80357;122.57142;0;85.446609;0;0;0;0;0;5.7142863;1.8142858;0;0;0
Pop3;227603601;77.850006;0;0;0;0;12.142857;0;160.71429;0;0;0;3.1532319;1.25;0;28.214285;64.285713;12.857143;0;0;0;102.17857;0;0;162.58572;0;0;.49999997;0;101.5625;680.22321;182.20982;212.64284;0;180;0;28.571432;0;32.57143;16.428572;60.357143;13.085715;0;0;0
Pop3;227604001;0;0;0;0;0;39.285717;0;64.285713;0;61.607143;0;0;0;0;0;0;0;0;0;0;0;0;0;14.162499;0;0;1.4285716;0;125.71429;0;39.67857;0;0;0;0;0;0;0;0;0;0;0;344.10001;294.82855
Pop3;227700101;10.500001;0;40;22.785715;0;103.24882;48.642853;169.64287;12.857142;0;0;0;5.6282859;0;10.714286;10.714286;7.8571429;15.942859;11.428573;0;59.642857;0;10.714286;40.505356;0;0;16.785713;0;0;282.85715;158.78572;74.285713;0;169.32022;0;0;0;0;14.285713;0;19.602571;0;0;0
Pop3;227700601;89.508934;0;0;106.42857;0;8.5714293;0;0;21.428574;0;0;3.9285715;17.142857;35.714283;22.857145;0;37.142857;0;0;0;22.571432;0;314.28574;2.8571432;0;0;29.557142;0;0;972.85718;838.22314;0;0;0;351.33569;71.428566;0;0;18.857141;11.428573;38.657143;0;0;0
Pop3;227701601;11.142858;19.285715;69.285713;192.71428;0;41.214287;353.69427;147.5;24.357143;82.85714;0;3.9285712;3.917834;0;27.142855;0;36.92857;32.142857;0;0;189.78571;7.1428566;0;55.892857;0;0;0;0;0;880.71429;77.14286;0;0;0;0;28.571432;0;61.57143;0;0;19.85;0;0;0
Pop3;227800101;12.600001;0;7.1428566;61.785713;0;97.071426;88.285706;167.85715;0;0;0;11.393541;0;59.285717;30.714285;0;2.3809524;0;0;0;5.7142863;0;38.214283;0;324.99997;0;4.9122815;2.9642856;0;280;268.20001;0;0;255.94286;0;0;0;0;65.714287;5.7142863;16.071428;0;0;0
Pop3;227800501;9;0;0;33.92857;0;64.196426;182.83926;54.285713;19.42857;35.714283;0;.41142857;22.071369;59.285709;0;45.142864;31.785713;0;0;0;33.957146;0;51.357143;20.088572;32.142857;0;7.45614;35.083435;102.85715;565;311.83481;84.685722;0;255.60001;0;20.57143;0;0;0;117.85714;6.8285713;0;0;0
Pop3;227800801;55.567497;0;0;64.285713;0;101.48587;59.42857;184.16072;31.142857;35.714291;0;4.3685703;1.8571428;0;0;35;8.5714293;0;0;0;92.785713;0;51.014286;100.63571;83.571426;0;3.8571429;0;0;480.89285;546.27319;0;0;105.37428;0;35.714283;14.285713;116.28573;0;0;1.8857144;0;0;0
Pop3;227801501;51.785717;0;7.1428566;0;0;85.60714;75.962502;178.21429;18.857141;29.714285;0;11.774822;4.9025149;0;45.357143;14.000001;42.85714;0;0;0;45.145714;10.714286;53.377144;17.340002;128.57143;0;18.142857;4.1785712;29.464285;571.51782;58.92857;0;0;57.602856;0;0;0;53.571426;66.714287;5.7142863;11.814285;0;0;0
Pop3;227801801;129.42679;0;122.57142;107.14285;0;44.099998;0;44.642857;0;59.142853;0;0;35.710644;0;0;0;25.714285;0;0;2.6803119;102.46429;0;45;344.39642;32.142857;0;13.357143;112.75568;205.35713;980;0;0;0;0;378.74997;0;0;96.785713;0;0;43.214287;322.97858;0;0
Pop3;227802701;10.738393;0;5.7142863;14.285713;0;55.892857;0;17.857141;66.785713;71.428574;0;4.0608468;9.3357134;41.07143;0;0;2.1428573;14.285713;0;0;42.857143;0;11.428571;52.363094;17.5;1.7857141;6.4285712;0;0;391.42856;70.439285;142.62857;0;0;0;0;0;0;3.5714283;85.714287;13.910713;0;0;0
Pop3;227803001;175.23749;0;0;0;0;33.397133;0;44.642857;3.5714283;0;7.8964286;21.428572;3.818861;0;14.285713;58.57143;35.714283;0;13.142858;28.571426;85.678574;59.642853;67.321426;143.37714;0;0;0;3.3397133;271.875;325.71429;73.75;0;0;579.1524;0;0;0;113.71429;0;14.285713;16.715714;0;0;0
Pop3;227803501;27.714289;14.464286;20;0;0;34.285717;161.85715;0;21.346939;0;0;1.9485717;0;17.714287;17.142859;0;0;0;0;0;102.96429;0;68.666672;145.75714;0;10.714286;33.894737;12.535716;164.88095;175.71429;218.125;0;0;0;0;0;0;67.142853;93.571419;269.69107;0;0;0;0
Pop3;227804201;31.214287;0;8.5714283;51.07143;0;16.071428;55.17857;46.428574;19.285715;76.785713;14.285713;0;.2857143;0;0;14.285716;12.857143;27.599998;0;0;18.571428;0;29.871428;66.227859;96.428566;0;21.385714;0;0;450;0;44.57143;0;0;147.89285;0;0;28.571432;110.71429;0;22.142857;0;0;0
Pop3;227804301;46.125;0;0;51.071426;0;110.71429;0;160.71429;5.7142854;0;0;0;11.269841;28.571432;21.428572;3.1714289;0;47.5;0;0;37.5;0;63.342857;76.117851;17.857141;10.714286;39.025902;10.177143;0;512.85718;0;51.999996;0;0;0;0;0;0;0;46.42857;18.264286;0;0;0
Pop3;228000301;411.21426;0;48.92857;142.5;0;56.285713;176.57141;160.71429;0;0;0;0;3.5187142;17.857141;28.571426;0;0;0;0;0;11.957142;0;89.285713;141.36002;0;0;91.714287;29.273502;89.285713;1570.5358;0;205.80237;0;0;0;0;0;290.71426;0;148.71428;252.14285;0;0;0
Pop3;228000501;34.732143;0;0;52.142857;0;105.14027;195.47054;44.642857;0;0;0;.85714275;6.5981431;0;96.128578;0;14.285713;33.92857;0;0;14.842857;0;89.14286;17.242857;0;0;9.6428566;12;0;316.07141;581.99689;0;0;187.85715;0;0;0;0;71.428566;74.285721;42.857143;0;0;0
Pop3;228001101;37.5;0;0;100.71429;0;192.61374;0;28.571432;0;0;0;14.032857;4.3999996;0;14.285716;15.000001;69.285713;0;0;0;36.285717;0;66.571426;0;81.428566;0;0;15;275;40.000004;0;101.02858;0;0;0;14.285716;0;0;0;33.571426;1.8571429;0;0;493.685
Pop3;228300101;0;0;0;24.285713;0;147.5;0;80.35714;0;61.357143;0;0;0;0;44.642857;54.285717;0;0;0;0;43.571426;0;0;292.86786;0;0;12.357142;0;0;158.92856;42.857147;206.60713;0;0;0;0;0;0;256.07144;0;0;0;0;0
Pop3;228400501;191.54929;0;0;125.35715;0;32.799999;212.45714;80.35714;11.071429;17.142859;0;.49999997;0;0;0;32.928574;29.571428;0;0;0;74.642853;0;0;71.25;28.571432;0;23.928572;18.881428;0;396.42859;25.714287;52.92857;0;0;0;17.142859;34.000004;0;0;0;2.3571429;0;0;0
Pop3;228401101;22.499998;0;0;79.071434;0;20;528.24286;0;7.1428566;35.714291;40.392857;13.964285;7.2142859;0;38.57143;12.142857;37.714291;32.857143;0;0;84.999992;0;0;231.91571;82.499992;0;0;0;554.46429;285.71426;0;0;0;0;0;0;0;0;109.64286;0;6.7857141;0;0;0
Pop3;228401401;0;0;0;56.000004;0;60.714287;0;0;58.92857;0;0;2.9999998;0;12.117856;41.589287;0;50.142857;0;0;0;108.35714;0;25;86.000008;35.714283;0;8.5714283;0;57.142864;325;258.57141;341.71429;0;0;0;0;18.214285;0;0;159.15887;10.285715;0;0;0
Pop3;228402701;159.76785;0;60;63.571426;0;0;615.75238;178.57143;53.214287;3.571429;0;0;0;0;22.053572;0;0;0;0;0;28.571426;0;20.000002;61.114285;23.660713;0;6.6850462;16.714285;0;1720.9822;0;142.85716;0;0;270.53571;0;0;0;20.857145;138.57144;18.42857;0;0;0
Pop3;228402801;56.024998;0;28.571432;26.357143;0;45.375;0;108.92857;48.571426;44.642857;0;6.4642854;1.8571428;0;11.428573;0;27.428572;0;0;0;23.285713;17.142857;0;0;50;18.964285;23.371429;3.8571432;875.71429;150;249.375;145.60001;0;0;72.142853;21.428572;14.285713;0;22.5;42.857147;46.382858;0;0;0
Pop3;228601101;116.51249;0;5.7142863;39.642857;0;9.8759298;103.00001;0;31.271425;69.5;0;4.334734;6.7171426;0;21.428572;0;43.857143;54.285717;0;0;38.214283;0;30.571432;30.240004;0;0;15.934836;7.6607137;0;537.5;0;3.7142856;0;0;0;0;0;0;102.7381;62.142853;6.4285712;0;0;0
Pop3;228601601;24.642857;0;5.7142863;29.285715;0;66;0;63.305359;4.5714288;71.428566;0;5.3571429;0;0;10.714286;14.547856;20.285715;71.428574;0;0;56.100002;0;8.9285707;21.428572;97.142853;0;11.771429;5.7857141;144.28571;167.85713;109.87621;0;0;143.35715;0;0;0;97.5;7.1428566;29.285715;4.1714287;0;0;0
Pop3;228602001;83.66571;0;5.7142863;0;0;136.46429;0;231.78571;28.571432;0;0;4.6857142;3.1542861;28.571432;0;54.857147;15.714286;0;0;0;120.00001;0;58.571426;95.419289;0;0;109.8669;0;0;85.714287;404.65717;291.38568;0;0;0;0;0;0;115.35714;142.14285;12.5;0;0;0
Pop3;228602601;86.625;0;36.964283;109.28571;0;46.42857;169.21428;226.78572;0;0;0;0;9.3000002;42.857143;24.821428;37.918289;0;0;0;3.5714283;17.642857;0;113.21429;53.460003;0;0;0;0;0;167.14285;0;118.85715;0;69.914291;0;0;0;0;0;0;5.9642859;0;0;0
Pop3;228700301;45;0;17.142857;68;0;20.714287;158.67856;0;14.285713;42.857143;0;3.4262445;0;0;57.064285;14.57143;.50000006;14.285716;9.5714293;0;11.442859;0;0;74.605713;0;0;2.54;0;40.000004;202.85715;35.314289;124.8;0;36.62286;0;0;0;0;21.428574;72.857147;9.9542856;0;0;0
Pop3;228700701;71.025002;0;0;83;0;147.32938;0;132.14285;10.714286;72.5;0;2.4285715;2.8642857;0;90.35714;0;0;55;0;0;133.57143;17.142857;20.000002;49;0;0;0;8.3571424;214.28571;381.96429;77.628578;286;0;141.34477;93.785713;0;0;0;0;51.921692;56.790005;0;0;0
Pop3;228701201;47.249996;14.753574;0;8.9285707;0;234.55316;84.60714;74.285713;6.2857146;0;0;11.050001;4.9285712;0;7.1428566;14.000001;25;27.171429;0;0;169.5363;0;46;0;0;0;0;72.182678;217.85715;28.571426;67.946426;0;0;182.25357;0;0;0;0;0;0;1.5285716;0;0;0
Pop3;228701501;288.57144;0;54.523811;66.071426;0;0;286.56192;44.642857;18.104521;0;0;5.6607146;0;0;46.42857;57.142853;12.857143;0;0;0;113.21429;0;0;0;35.714283;0;.80000001;0;1058.5714;118.75;730.3125;328.07141;0;0;0;32.571426;0;0;71.428566;0;4.5428567;0;0;0
