POPULATION;NOIND;periode_reference;conso_ca;conso_ca_regl;conso_ca_nb;conso_ca_regl_nb;indic_ca;indic_medic;indic_ni;saison_particuliere;saison_automne;saison_hiver;saison_printemps;saison_ete;saison_autre;saison_autre_libelle;saison_nsp
Pop1 Individu;216705701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;216705801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;216706001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;216706901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;216707001;4;1;1;2;2;1;1;0;1;;1;;;;                                                            ;
Pop1 Individu;216707201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;216707301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;216800501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;216800701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;216801001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;216801201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;216801601;4;1;1;2;2;1;1;0;1;;1;;;;                                                            ;
Pop1 Individu;216801801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;216802501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;216802701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;216803001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;216803101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;216804501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;216804601;4;1;1;1;1;1;0;0;2;;;;;;                                                            ;
Pop1 Individu;216805201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;216900301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;216900501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;216901201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;216901701;4;1;1;1;1;1;0;0;1;;;1;;1;PERIODE DES CONCOURS                                        ;
Pop1 Individu;216902001;4;1;2;2;;0;2;0;1;;1;;;;                                                            ;
Pop1 Individu;216902101;4;1;1;3;3;2;1;0;2;;;;;;                                                            ;
Pop1 Individu;216902901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;216903001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;216903301;4;1;1;3;3;2;1;0;1;1;1;;;;                                                            ;
Pop1 Individu;217000301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217000401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217000601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217100101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217100301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217100901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217101201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217101501;4;1;2;1;;0;1;0;1;;1;;;;                                                            ;
Pop1 Individu;217300701;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;217300801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217300901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217301001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217301301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217301501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217401201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217401301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217401401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217401801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217402001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217402301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217402401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217402501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217402601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217402801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217403201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217403301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217403501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217404101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217405001;4;1;1;2;2;2;0;0;1;;1;;1;;                                                            ;
Pop1 Individu;217405601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217405901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217406401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217407201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217500301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217500401;4;1;1;3;3;1;2;0;1;;1;1;;;                                                            ;
Pop1 Individu;217500601;4;1;1;2;2;1;1;0;2;;;;;;                                                            ;
Pop1 Individu;217500701;4;1;1;3;3;2;1;0;2;;;;;;                                                            ;
Pop1 Individu;217501001;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;217501401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217501701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217502301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217504301;4;1;1;2;2;2;0;0;1;1;;1;;;                                                            ;
Pop1 Individu;217505101;4;1;2;1;;0;1;0;1;;1;;;;                                                            ;
Pop1 Individu;217505401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217505501;4;1;1;2;2;2;0;0;1;;1;;;;                                                            ;
Pop1 Individu;217505701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217505901;4;1;1;1;1;1;0;0;1;;;1;;;                                                            ;
Pop1 Individu;217506101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217506301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217506701;4;1;1;2;2;1;1;0;1;;;1;;;                                                            ;
Pop1 Individu;217506801;4;1;2;1;;0;1;0;1;;1;;;;                                                            ;
Pop1 Individu;217507801;4;1;1;2;2;1;1;0;1;;;;1;;                                                            ;
Pop1 Individu;217508401;4;1;1;3;3;3;0;0;2;;;;;;                                                            ;
Pop1 Individu;217508501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217509001;4;1;1;1;1;0;0;1;2;;;;;;                                                            ;
Pop1 Individu;217509201;4;1;1;5;5;1;3;1;1;;1;;;;                                                            ;
Pop1 Individu;217509801;4;1;1;2;2;1;1;0;1;;1;;;;                                                            ;
Pop1 Individu;217510101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217510301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217513401;4;1;1;4;4;2;0;2;2;;;;;;                                                            ;
Pop1 Individu;217513701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217514501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217514601;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;217514701;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;217516301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217516401;4;1;1;1;1;0;0;1;1;;;;1;;                                                            ;
Pop1 Individu;217516601;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;217516801;4;1;1;1;1;1;0;0;1;;;1;;;                                                            ;
Pop1 Individu;217517901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217518101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217600101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217600301;4;1;1;2;2;1;1;0;2;;;;;;                                                            ;
Pop1 Individu;217600501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217601001;4;1;1;1;1;1;0;0;1;1;1;;;;                                                            ;
Pop1 Individu;217601501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217601701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217602301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217603001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217603301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217603401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217603701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217603801;4;1;1;1;1;1;0;0;1;;;;1;;                                                            ;
Pop1 Individu;217603901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217604101;4;1;1;1;1;1;0;0;1;1;;;;;                                                            ;
Pop1 Individu;217700501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217700701;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;217700901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217800201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217800401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217800601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217800701;4;1;1;3;3;1;2;0;1;;1;;;;                                                            ;
Pop1 Individu;217800901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217801301;4;1;1;1;1;1;0;0;1;1;;;;;                                                            ;
Pop1 Individu;217801701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217802301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217802901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217803201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217805601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;217805701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;218000701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;218000901;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;218001001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;218001201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;218200301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;218300701;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;218300901;4;1;1;5;5;2;1;2;1;1;1;;;;                                                            ;
Pop1 Individu;218301101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;218301401;4;1;1;1;1;1;0;0;1;;1;;1;;                                                            ;
Pop1 Individu;218400301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;218400901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;218401501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;218401601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;218401901;4;1;1;1;1;0;0;1;1;;1;;;;                                                            ;
Pop1 Individu;218402501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;218402601;4;1;1;2;2;1;1;0;1;1;;1;;;                                                            ;
Pop1 Individu;218402701;4;1;1;1;1;1;0;0;1;1;;;;;                                                            ;
Pop1 Individu;218402901;4;1;1;1;1;1;0;0;1;1;;1;;;                                                            ;
Pop1 Individu;218403401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;218403601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;218600101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;218600501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;218600601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;218601601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;218602401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;218603001;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;218603601;4;1;1;2;2;2;0;0;2;;;;;;                                                            ;
Pop1 Individu;218604001;4;1;1;2;2;2;0;0;1;;1;1;;;                                                            ;
Pop1 Individu;218604501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;218700101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;218700201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;218700801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;218701101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;218702501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;218703401;4;1;2;1;;0;1;0;1;1;1;1;;;                                                            ;
Pop1 Individu;218703601;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;218703801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;218800501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;218800601;4;1;1;1;1;1;0;0;2;;;;;;                                                            ;
Pop1 Individu;218800801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;218900201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;218900601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;219101001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;219101801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;219203401;4;1;1;6;6;5;0;0;1;1;1;1;1;;                                                            ;
Pop1 Individu;219204001;4;1;1;3;3;1;2;0;1;;;1;;;                                                            ;
Pop1 Individu;219204901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;219205201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;219207001;4;1;1;1;1;1;0;0;2;;;;;;                                                            ;
Pop1 Individu;219208101;4;1;1;4;4;0;0;4;1;;;1;;;                                                            ;
Pop1 Individu;219300201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;219301001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;219301101;4;1;1;1;1;1;0;0;3;;;;;;                                                            ;
Pop1 Individu;219301201;4;1;1;1;1;1;0;0;1;;;;;1;3 CURES PAR AN EN ESPACANT                                  ;
Pop1 Individu;219301701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;219302001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;219302301;4;1;1;4;4;4;0;0;2;;;;;;                                                            ;
Pop1 Individu;219303001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;219303101;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;219303201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;219303301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;219303901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;219305001;4;1;1;2;2;2;0;0;2;;;;;;                                                            ;
Pop1 Individu;219305401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;219305601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;219400101;4;1;1;3;3;1;2;0;2;;;;;;                                                            ;
Pop1 Individu;219400801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;219400901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;219401001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;219402101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;219402901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;219403901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;219404401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;219404601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;219405801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;219407401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;220100501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;220100701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;220100901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;220101001;4;1;2;1;;0;1;0;1;1;1;;;;                                                            ;
Pop1 Individu;220101601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;220101701;4;1;1;2;2;2;0;0;1;;1;;;;                                                            ;
Pop1 Individu;220101901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;220600201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;220601001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;220601501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;220602001;2;1;2;1;;0;1;0;;;;;;;                                                            ;
Pop1 Individu;220602301;4;1;1;20;20;2;1;2;2;;;;;;                                                            ;
Pop1 Individu;220602901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;220604601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;220604901;3;1;2;1;;0;1;0;;;;;;;                                                            ;
Pop1 Individu;220605201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;220606201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;220700201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;220700301;4;1;1;2;2;2;0;0;1;1;;1;1;;                                                            ;
Pop1 Individu;220700501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;220701201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;220701301;4;1;1;1;1;1;0;0;1;1;;1;;;                                                            ;
Pop1 Individu;220701401;1;1;2;1;;0;1;0;;;;;;;                                                            ;
Pop1 Individu;220701601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;220900401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;220900701;4;1;1;1;1;1;0;0;2;;;;;;                                                            ;
Pop1 Individu;221100101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;221100201;4;1;2;1;;0;1;0;1;;1;;;;                                                            ;
Pop1 Individu;221100401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;221101601;4;1;1;1;1;1;0;0;1;1;;1;;;                                                            ;
Pop1 Individu;221102401;1;1;2;1;;0;1;0;;;;;;;                                                            ;
Pop1 Individu;221200401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;221200601;4;1;2;1;;0;1;0;1;;1;;;;                                                            ;
Pop1 Individu;221200701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;221200801;4;1;1;1;1;1;0;0;1;1;1;;;;                                                            ;
Pop1 Individu;221201301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;221201601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;221201901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;221202101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;221202201;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;221202401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;221202501;1;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;221202901;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;221203101;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;221300301;1;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;221300501;4;1;1;1;1;0;0;1;1;;1;;;;                                                            ;
Pop1 Individu;221300701;4;1;1;1;1;1;0;0;1;1;;1;;;                                                            ;
Pop1 Individu;221300901;4;1;2;1;;0;1;0;1;;1;;;;                                                            ;
Pop1 Individu;221301601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;221301801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;221303301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;221303701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;221304101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;221304301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;221304801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;221305101;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;221400501;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;221400901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;221401001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;221401201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;221401501;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;221401601;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;221402401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;221402701;4;1;1;1;1;1;0;0;1;;;1;;;                                                            ;
Pop1 Individu;221403001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;221403101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;221403701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;221404101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;221404501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;221700201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;221700301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;221700401;4;1;1;1;1;1;0;0;1;1;;1;;;                                                            ;
Pop1 Individu;221700701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222101001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222101301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222101401;4;1;1;1;1;1;0;0;1;1;;;;;                                                            ;
Pop1 Individu;222101601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222101901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222102701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222102801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222104201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222200301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222200401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222200701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222200801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222200901;4;1;1;1;1;1;0;0;1;;;;;1;DEBUT D  ANNEE SCOLAIRE                                     ;
Pop1 Individu;222201501;4;1;2;1;;0;1;0;1;;1;;;;                                                            ;
Pop1 Individu;222201601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222201801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222202401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222400701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222401101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222500401;4;1;2;1;;0;1;0;1;1;;;;;                                                            ;
Pop1 Individu;222501001;4;1;2;1;;0;1;0;1;1;;1;;;                                                            ;
Pop1 Individu;222501401;1;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222501801;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;222502001;2;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222502101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222502201;4;1;2;1;;0;1;0;1;1;;;;;                                                            ;
Pop1 Individu;222502301;4;1;1;1;1;0;0;1;1;;1;;;;                                                            ;
Pop1 Individu;222502401;4;1;2;1;;0;1;0;1;;1;;;;                                                            ;
Pop1 Individu;222502901;4;1;1;1;1;1;0;0;2;;;;;;                                                            ;
Pop1 Individu;222503001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222503701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222503901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222504101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222700101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222700601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222701501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222702001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222702101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222702301;4;1;2;1;;0;1;0;1;;;;1;;                                                            ;
Pop1 Individu;222702501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222702601;1;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222702701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222702801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222703501;4;1;1;2;2;1;1;0;2;;;;;;                                                            ;
Pop1 Individu;222900201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222900801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222901101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222901401;1;1;1;1;1;1;0;0;;;;;;;                                                            ;
Pop1 Individu;222901601;4;1;1;1;1;1;0;0;1;1;1;;;;                                                            ;
Pop1 Individu;222901701;3;1;1;1;1;0;0;1;;;;;;;                                                            ;
Pop1 Individu;222902201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222902301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222902801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222903201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222903701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222904201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;222904301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223000901;4;1;1;1;1;1;0;0;1;1;1;;;;                                                            ;
Pop1 Individu;223001101;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;223001801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223002801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223100901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223101301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223101901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223200301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223201001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223201201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223300201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223300701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223300901;4;1;2;1;;0;1;0;1;1;;;;;                                                            ;
Pop1 Individu;223301001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223301801;1;1;1;2;2;2;0;0;;;;;;;                                                            ;
Pop1 Individu;223302101;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;223302301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223302801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223303001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223303101;4;2;2;;;;;;;;;;;;                                                            ;
