POPULATION;NOIND;periode_reference;conso_ca;conso_ca_regl;conso_ca_nb;conso_ca_regl_nb;indic_ca;indic_medic;indic_ni;saison_particuliere;saison_automne;saison_hiver;saison_printemps;saison_ete;saison_autre;saison_autre_libelle;saison_nsp
Pop1 Individu;516000401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516102701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516200201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516200401;4;1;1;1;1;1;0;0;1;1;;;;;                                                            ;
Pop1 Individu;516200501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516200601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516200801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516201501;4;1;2;2;;0;2;0;1;;1;;;;                                                            ;
Pop1 Individu;516201601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516201701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516201801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516202201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516202401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516202701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516203301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516203401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516300401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516300801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516301001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516301101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516301901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516302101;4;1;2;1;;0;1;0;1;;;;1;;                                                            ;
Pop1 Individu;516302201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516302401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516302601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516401101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516401601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516402101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516402601;4;1;2;1;;0;1;0;1;1;;;;;                                                            ;
Pop1 Individu;516402701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516402901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516403001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516403101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516403501;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;516403701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516500201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516500401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516600601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516600701;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;516600801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516700201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516700301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516700401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516700601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516700701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516700801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516702301;4;1;1;2;2;2;0;0;1;1;1;;;;                                                            ;
Pop1 Individu;516702401;4;1;1;1;1;1;0;0;1;1;;;;;                                                            ;
Pop1 Individu;516702601;4;1;1;5;5;4;1;0;1;;1;;;;                                                            ;
Pop1 Individu;516702701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516703801;4;1;1;1;1;0;0;1;2;;;;;;                                                            ;
Pop1 Individu;516704101;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;516704201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516704801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516705101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516706201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516706701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516707001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516707201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516707401;4;1;2;1;;0;1;0;1;;1;;;;                                                            ;
Pop1 Individu;516707501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516707801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516708101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516709001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516709801;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;516710401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516710701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516711001;4;1;1;2;2;0;1;1;2;;;;;;                                                            ;
Pop1 Individu;516711101;4;1;2;1;;0;1;0;1;;1;;;;                                                            ;
Pop1 Individu;516711301;4;1;1;2;2;2;0;0;2;;;;;;                                                            ;
Pop1 Individu;516801801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516802001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516802201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516802301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516803001;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;516804901;4;1;1;1;1;1;0;0;2;;;;;;                                                            ;
Pop1 Individu;516806401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516806601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516806801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516807001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516807101;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;516807401;4;1;1;1;1;1;0;0;1;;;1;;;                                                            ;
Pop1 Individu;516807501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516900301;4;1;2;1;;0;1;0;1;;1;;;;                                                            ;
Pop1 Individu;516900501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516901401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516902201;4;1;1;4;4;4;0;0;1;1;;1;;;                                                            ;
Pop1 Individu;516902701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516903001;4;1;1;1;1;0;0;1;1;;1;;;;                                                            ;
Pop1 Individu;516903301;4;1;1;4;4;1;3;0;1;1;1;;;;                                                            ;
Pop1 Individu;516904301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516904401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516905101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;516905301;4;1;1;2;2;0;1;1;2;;;;;;                                                            ;
Pop1 Individu;517000601;4;1;1;1;1;1;0;0;1;1;;1;;;                                                            ;
Pop1 Individu;517000901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517001001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517100101;4;1;1;4;4;3;0;1;1;;1;;;;                                                            ;
Pop1 Individu;517100501;4;1;2;1;;0;1;0;1;1;1;;;;                                                            ;
Pop1 Individu;517100601;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;517100701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517200101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517201201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517201501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517300101;4;1;1;1;1;0;0;1;2;;;;;;                                                            ;
Pop1 Individu;517300301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517300901;4;1;1;1;1;0;0;1;1;1;;;;;                                                            ;
Pop1 Individu;517301001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517301201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517301701;4;1;1;2;2;1;1;0;2;;;;;;                                                            ;
Pop1 Individu;517302301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517302501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517302901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517400301;4;1;1;2;2;1;1;0;1;1;;1;;;                                                            ;
Pop1 Individu;517401501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517402301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517402401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517402501;4;1;1;4;4;4;0;0;1;1;;1;;;                                                            ;
Pop1 Individu;517402701;4;1;1;3;3;1;0;2;1;1;;1;;;                                                            ;
Pop1 Individu;517403501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517403601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517403701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517403901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517404101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517404201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517404801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517404901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517405101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517405301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517405501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517405901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517406301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517406401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517406601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517406701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517406801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517406901;4;1;1;1;1;1;0;0;2;;;;;;                                                            ;
Pop1 Individu;517407001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517407401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517407601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517407801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517408001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517408201;4;1;1;1;1;1;0;0;1;;;1;;;                                                            ;
Pop1 Individu;517408901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517409701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517500201;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;517501701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517503301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517504201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517504601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517505101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517506101;4;1;1;1;1;1;0;0;1;;;1;;;                                                            ;
Pop1 Individu;517506201;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;517506501;4;1;2;2;;0;2;0;1;1;;1;;;                                                            ;
Pop1 Individu;517507301;4;1;1;1;1;1;0;0;1;1;;;;;                                                            ;
Pop1 Individu;517508501;4;1;1;4;4;2;0;2;1;1;;;;;                                                            ;
Pop1 Individu;517508701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517509801;4;1;2;1;;0;1;0;1;;1;;;;                                                            ;
Pop1 Individu;517511601;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;517511801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517512101;4;1;1;6;6;3;2;0;1;1;1;;;;                                                            ;
Pop1 Individu;517512201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517512601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517512801;4;1;1;1;1;1;0;0;2;;;;;;                                                            ;
Pop1 Individu;517513101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517513701;4;1;1;2;2;0;1;1;2;;;;;;                                                            ;
Pop1 Individu;517514301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517514501;4;1;1;2;2;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;517514601;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;517516601;4;1;1;1;1;1;0;0;2;;;;;;                                                            ;
Pop1 Individu;517517001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517517401;4;1;2;2;;0;2;0;1;;1;;;;                                                            ;
Pop1 Individu;517518301;4;1;1;1;1;0;0;1;2;;;;;;                                                            ;
Pop1 Individu;517522001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517522501;4;1;1;1;1;1;0;0;2;;;;;;                                                            ;
Pop1 Individu;517522601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517523001;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;517523301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517524101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517524301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517524901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517525101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517526501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517526701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517600201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517600901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517601101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517601801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517603001;4;1;1;2;2;1;0;1;1;1;;;;1;AUTOMNE POUR L UN ET TOUTE L ANNEE POUR L AUTRE             ;
Pop1 Individu;517604101;4;1;1;3;3;2;1;0;1;1;1;;;;                                                            ;
Pop1 Individu;517604201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517604701;4;1;1;1;1;1;0;0;1;1;1;1;1;;                                                            ;
Pop1 Individu;517604901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517605601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517607001;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;517607101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517700201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517700901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517701401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517701501;4;1;1;2;2;2;0;0;1;;1;;;;                                                            ;
Pop1 Individu;517801001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517801401;4;1;1;2;2;1;1;0;1;;1;;;;                                                            ;
Pop1 Individu;517803801;4;1;1;1;1;0;0;1;1;;1;;;;                                                            ;
Pop1 Individu;517803901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517804901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517805101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517806501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517806701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517806801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;517808001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518000301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518000401;4;1;2;1;;0;1;0;1;;1;;;;                                                            ;
Pop1 Individu;518000501;4;1;1;2;2;1;1;0;1;;1;;;;                                                            ;
Pop1 Individu;518001301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518001401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518001701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518001801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518002101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518002301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518201101;4;1;2;1;;0;1;0;1;;1;;;;                                                            ;
Pop1 Individu;518201301;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;518201401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518300201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518300501;4;1;1;3;3;0;2;1;1;;;1;;;                                                            ;
Pop1 Individu;518300601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518300701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518300801;4;1;1;3;3;2;1;0;1;1;1;;;;                                                            ;
Pop1 Individu;518300901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518301901;4;1;2;1;;0;1;0;1;;1;;;;                                                            ;
Pop1 Individu;518400501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518401301;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;518401401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518401501;4;1;1;3;3;3;0;0;2;;;;;;                                                            ;
Pop1 Individu;518401701;4;1;1;2;2;2;0;0;2;;;;;;                                                            ;
Pop1 Individu;518402101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518402801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518403201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518403701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518404401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518600401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518600601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518600701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518602301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518602601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518603301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518603601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518603901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518604201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518604701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518605001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518605201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518606001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518700601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518700901;4;1;1;1;1;1;0;0;2;;;;;;                                                            ;
Pop1 Individu;518701601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518701701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518701901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518702501;4;1;1;3;3;2;1;0;1;;1;;;;                                                            ;
Pop1 Individu;518703201;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;518703401;4;1;1;4;4;2;2;0;1;;1;;;;                                                            ;
Pop1 Individu;518703801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518703901;4;1;1;2;2;0;1;1;1;;1;1;;;                                                            ;
Pop1 Individu;518704001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518704301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518704501;4;1;2;1;;0;1;0;1;;1;;;;                                                            ;
Pop1 Individu;518705101;4;1;2;1;;0;1;0;1;;1;;;;                                                            ;
Pop1 Individu;518800201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518800301;4;1;1;1;1;1;0;0;1;;1;1;;;                                                            ;
Pop1 Individu;518800401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518800801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518801101;4;1;1;1;1;1;0;0;2;;;;;;                                                            ;
Pop1 Individu;518801301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;518900301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519100801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519102201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519102301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519103101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519200501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519201701;4;1;1;1;1;0;0;1;2;;;;;;                                                            ;
Pop1 Individu;519201901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519208801;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;519209101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519209701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519210401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519210601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519211101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519211601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519211701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519212801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519300901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519301101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519301701;4;1;1;3;3;2;1;0;2;;;;;;                                                            ;
Pop1 Individu;519301901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519302501;4;1;2;2;;0;2;0;2;;;;;;                                                            ;
Pop1 Individu;519304101;4;1;1;1;1;0;0;1;1;1;1;1;1;;                                                            ;
Pop1 Individu;519305101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519305601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519306001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519306301;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;519307201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519307501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519308301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519400301;4;1;1;3;3;2;1;0;1;1;1;1;1;;                                                            ;
Pop1 Individu;519400901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519402301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519402401;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;519404201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519404701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519406301;4;1;1;3;3;1;1;1;1;1;;1;;;                                                            ;
Pop1 Individu;519407101;4;1;1;3;3;1;2;0;1;1;1;;;;                                                            ;
Pop1 Individu;519407801;4;1;1;3;3;3;0;0;1;;1;;;;                                                            ;
Pop1 Individu;519408301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519408401;4;1;1;1;1;0;0;1;1;;1;;;;                                                            ;
Pop1 Individu;519408501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519408601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519408801;4;1;2;2;;0;2;0;2;;;;;;                                                            ;
Pop1 Individu;519409201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519409301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519410301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519410401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;519411001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;520100201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;520100501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;520100701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;520101001;3;1;2;1;;0;1;0;;;;;;;                                                            ;
Pop1 Individu;520101301;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;520101901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;520102001;4;1;2;1;;0;1;0;1;;1;;;;                                                            ;
Pop1 Individu;520200101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;520600201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;520601601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;520602201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;520602401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;520603901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;520604201;4;1;1;1;1;1;0;0;1;;1;1;;;                                                            ;
Pop1 Individu;520605401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;520700101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;520700201;4;1;1;1;1;0;0;1;1;;1;;;;                                                            ;
Pop1 Individu;520900601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;521100701;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;521102101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;521200501;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;521201001;1;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;521201301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;521201901;4;1;2;1;;0;1;0;1;;1;;;;                                                            ;
Pop1 Individu;521202101;4;1;1;1;1;1;0;0;2;;;;;;                                                            ;
Pop1 Individu;521202201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;521300301;1;1;2;1;;0;1;0;;;;;;;                                                            ;
Pop1 Individu;521301901;3;1;2;1;;0;1;0;;;;;;;                                                            ;
Pop1 Individu;521302301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;521302501;4;1;1;2;2;0;1;0;1;1;1;;;;                                                            ;
Pop1 Individu;521302801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;521303201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;521303501;4;2;2;;;;;;;;;;;;                                                            ;
